"Player","Position","Handedness","Season","Team","Game.ID","Date","Opponent","Venue","Strength","TOI","Goals","xGoals","Assists","A1","A2","P","P1","iSh%","iFSh%","ixFSh%","iSF","iFen","iCorsi","G60","xG60","A60","A160","A260","P60","P160","iSF60","iFen60","iCorsi60","HF","HA","Takeaways","Giveaways","PEND","PENT","Blocks","Faceoff Wins","Faceoff Losses","Faceoff%"
"ADAM CRACKNELL","RW","R","2016","DAL","20171","2016-11-05","CHI","DAL","All Situations","8.92","0","0.06","0","0","0","0","0","0.00","0.00","6.12","1","1","1","0.00","0.41","0.00","0.00","0.00","0.00","0.00","6.73","6.73","6.73","3","0","0","0","0","0","0","0","0",""
"ADAM CRACKNELL","RW","R","2016","DAL","20013","2016-10-13","ANA","DAL","All Situations","9.98","1","0.3","1","1","0","2","2","50.00","33.33","9.97","2","3","5","6.01","1.80","6.01","6.01","0.00","12.02","12.02","12.02","18.04","30.06","2","1","0","1","0","0","0","1","0","100.00"
"ADAM CRACKNELL","RW","R","2016","DAL","20043","2016-10-18","NSH","NSH","All Situations","8.63","1","0.43","0","0","0","1","1","20.00","14.29","6.21","5","7","8","6.95","3.02","0.00","0.00","0.00","6.95","6.95","34.76","48.67","55.62","2","2","0","0","0","0","1","4","2","66.67"
"ADAM CRACKNELL","RW","R","2016","DAL","20104","2016-10-27","WPG","WPG","All Situations","10.00","0","0","0","0","0","0","0","","","","0","0","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12.00","1","0","0","0","0","0","0","2","0","100.00"
"ADAM CRACKNELL","RW","R","2016","DAL","20119","2016-10-29","MIN","MIN","All Situations","10.77","0","0.05","0","0","0","0","0","","0.00","4.82","0","1","1","0.00","0.27","0.00","0.00","0.00","0.00","0.00","0.00","5.57","5.57","0","1","0","1","1","0","0","4","5","44.44"
"ADAM CRACKNELL","RW","R","2016","DAL","20090","2016-10-25","WPG","DAL","All Situations","10.70","0","0.02","0","0","0","0","0","0.00","0.00","1.81","1","1","1","0.00","0.10","0.00","0.00","0.00","0.00","0.00","5.61","5.61","5.61","1","1","0","1","0","0","0","0","0",""
"ADAM CRACKNELL","RW","R","2016","DAL","20154","2016-11-03","STL","DAL","All Situations","7.75","0","0","0","0","0","0","0","","","","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.74","1","0","1","0","0","0","2","2","1","66.67"
"ADAM CRACKNELL","RW","R","2016","DAL","20027","2016-10-15","COL","COL","All Situations","10.75","0","0.08","0","0","0","0","0","0.00","0.00","2.59","2","3","3","0.00","0.43","0.00","0.00","0.00","0.00","0.00","11.16","16.74","16.74","4","0","0","0","1","0","0","0","0",""
"ADAM CRACKNELL","RW","R","2016","DAL","20074","2016-10-22","CBJ","DAL","All Situations","9.52","0","0.22","0","0","0","0","0","0.00","0.00","10.91","1","2","2","0.00","1.37","0.00","0.00","0.00","0.00","0.00","6.30","12.61","12.61","0","0","1","0","0","0","0","1","1","50.00"
"ADAM CRACKNELL","RW","R","2016","DAL","20058","2016-10-20","L.A","DAL","All Situations","10.83","0","0.09","0","0","0","0","0","0.00","0.00","4.49","2","2","3","0.00","0.50","0.00","0.00","0.00","0.00","0.00","11.08","11.08","16.62","1","1","0","0","0","0","2","2","0","100.00"
"ADAM CRACKNELL","RW","R","2016","DAL","20133","2016-11-01","CBJ","CBJ","All Situations","9.28","0","0.04","0","0","0","0","0","","0.00","2.13","0","2","3","0.00","0.28","0.00","0.00","0.00","0.00","0.00","0.00","12.93","19.40","0","0","0","0","0","0","0","4","6","40.00"
"ADAM HENRIQUE","C","L","2016","N.J","20051","2016-10-20","BOS","BOS","All Situations","17.58","0","0.12","0","0","0","0","0","0.00","0.00","5.84","2","2","3","0.00","0.40","0.00","0.00","0.00","0.00","0.00","6.83","6.83","10.24","0","1","1","1","0","0","0","8","7","53.33"
"ADAM HENRIQUE","C","L","2016","N.J","20116","2016-10-29","T.B","N.J","All Situations","18.08","1","0.26","1","1","0","2","2","50.00","50.00","12.81","2","2","2","3.32","0.85","3.32","3.32","0.00","6.64","6.64","6.64","6.64","6.64","2","2","2","0","0","1","0","6","6","50.00"
"ADAM HENRIQUE","C","L","2016","N.J","20019","2016-10-15","T.B","T.B","All Situations","20.87","0","0.1","0","0","0","0","0","0.00","0.00","10.40","1","1","4","0.00","0.30","0.00","0.00","0.00","0.00","0.00","2.87","2.87","11.50","1","1","0","0","0","0","3","4","6","40.00"
"ADAM HENRIQUE","C","L","2016","N.J","20152","2016-11-03","FLA","FLA","All Situations","16.35","0","0.38","0","0","0","0","0","0.00","0.00","12.55","3","3","4","0.00","1.38","0.00","0.00","0.00","0.00","0.00","11.01","11.01","14.68","3","2","0","0","0","1","0","9","8","52.94"
"ADAM HENRIQUE","C","L","2016","N.J","20107","2016-10-28","CHI","N.J","All Situations","21.00","0","0.03","0","0","0","0","0","0.00","0.00","3.24","1","1","2","0.00","0.09","0.00","0.00","0.00","0.00","0.00","2.86","2.86","5.71","0","0","1","0","0","0","2","8","8","50.00"
"ADAM HENRIQUE","C","L","2016","N.J","20084","2016-10-25","ARI","N.J","All Situations","17.17","1","0.45","0","0","0","1","1","25.00","25.00","11.25","4","4","4","3.49","1.57","0.00","0.00","0.00","3.49","3.49","13.98","13.98","13.98","1","1","0","0","0","0","1","11","5","68.75"
"ADAM HENRIQUE","C","L","2016","N.J","20037","2016-10-18","ANA","N.J","All Situations","17.95","0","0.2","0","0","0","0","0","0.00","0.00","9.98","1","2","3","0.00","0.67","0.00","0.00","0.00","0.00","0.00","3.34","6.69","10.03","2","2","1","1","0","2","0","6","7","46.15"
"ADAM HENRIQUE","C","L","2016","N.J","20010","2016-10-13","FLA","FLA","All Situations","20.87","0","0.18","0","0","0","0","0","0.00","0.00","9.11","1","2","3","0.00","0.52","0.00","0.00","0.00","0.00","0.00","2.87","5.75","8.62","0","3","1","0","0","0","1","8","11","42.11"
"ADAM HENRIQUE","C","L","2016","N.J","20069","2016-10-22","MIN","N.J","All Situations","19.48","0","0.07","1","1","0","1","1","","0.00","6.93","0","1","1","0.00","0.21","3.08","3.08","0.00","3.08","3.08","0.00","3.08","3.08","2","3","1","1","0","0","0","6","8","42.86"
"ADAM HENRIQUE","C","L","2016","N.J","20166","2016-11-05","T.B","T.B","All Situations","17.75","0","0.15","0","0","0","0","0","0.00","0.00","7.49","2","2","3","0.00","0.51","0.00","0.00","0.00","0.00","0.00","6.76","6.76","10.14","2","1","0","0","1","1","1","9","9","50.00"
"ADAM LOWRY","C","L","2016","WPG","20024","2016-10-15","MIN","MIN","All Situations","11.48","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","1","0","0","0","1","1","7","6","53.85"
"ADAM LOWRY","C","L","2016","WPG","20012","2016-10-13","CAR","WPG","All Situations","18.57","0","0.08","0","0","0","0","0","","0.00","7.94","0","1","1","0.00","0.26","0.00","0.00","0.00","0.00","0.00","0.00","3.23","3.23","1","2","0","1","0","0","1","3","11","21.43"
"ADAM LOWRY","C","L","2016","WPG","20109","2016-10-28","COL","COL","All Situations","18.12","0","0.38","0","0","0","0","0","0.00","0.00","19.00","2","2","2","0.00","1.26","0.00","0.00","0.00","0.00","0.00","6.62","6.62","6.62","2","2","1","0","0","0","0","6","10","37.50"
"ADAM LOWRY","C","L","2016","WPG","20159","2016-11-04","DET","DET","All Situations","14.00","0","0.03","0","0","0","0","0","0.00","0.00","2.56","1","1","1","0.00","0.11","0.00","0.00","0.00","0.00","0.00","4.29","4.29","4.29","3","1","0","0","0","0","1","7","8","46.67"
"ADAM LOWRY","C","L","2016","WPG","20036","2016-10-17","BOS","WPG","All Situations","11.67","0","0.35","0","0","0","0","0","0.00","0.00","17.34","2","2","2","0.00","1.78","0.00","0.00","0.00","0.00","0.00","10.28","10.28","10.28","3","0","1","0","0","0","2","5","9","35.71"
"ADAM LOWRY","C","L","2016","WPG","20077","2016-10-23","EDM","WPG","All Situations","13.88","0","0.39","0","0","0","0","0","0.00","0.00","13.04","2","3","3","0.00","1.69","0.00","0.00","0.00","0.00","0.00","8.65","12.97","12.97","4","1","0","0","0","0","0","8","5","61.54"
"ADAM LOWRY","C","L","2016","WPG","20123","2016-10-30","BUF","WPG","All Situations","14.80","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4","4","1","1","0","0","0","4","4","50.00"
"ADAM LOWRY","C","L","2016","WPG","20050","2016-10-19","TOR","WPG","All Situations","15.10","0","0","0","0","0","0","0","","","","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.97","2","0","0","1","0","0","2","9","7","56.25"
"ADAM LOWRY","C","L","2016","WPG","20138","2016-11-01","WSH","WPG","All Situations","14.72","1","0.99","0","0","0","1","1","16.67","16.67","16.45","6","6","6","4.08","4.02","0.00","0.00","0.00","4.08","4.08","24.46","24.46","24.46","2","3","1","0","0","1","0","5","10","33.33"
"ADAM LOWRY","C","L","2016","WPG","20090","2016-10-25","DAL","DAL","All Situations","17.32","0","0","1","1","0","1","1","","","","0","0","1","0.00","0.00","3.46","3.46","0.00","3.46","3.46","0.00","0.00","3.46","0","3","0","0","0","2","1","12","5","70.59"
"ADAM LOWRY","C","L","2016","WPG","20104","2016-10-27","DAL","WPG","All Situations","21.40","0","0.18","0","0","0","0","0","","0.00","17.56","0","1","2","0.00","0.49","0.00","0.00","0.00","0.00","0.00","0.00","2.80","5.61","1","1","1","0","0","0","0","18","9","66.67"
"ADAM LOWRY","C","L","2016","WPG","20149","2016-11-03","WSH","WSH","All Situations","17.32","1","0.96","0","0","0","1","1","16.67","16.67","15.95","6","6","6","3.46","3.32","0.00","0.00","0.00","3.46","3.46","20.79","20.79","20.79","1","2","0","0","0","0","1","4","13","23.53"
"ALAN QUINE","C","L","2016","NYI","20078","2016-10-23","MIN","NYI","All Situations","8.97","1","0.11","0","0","0","1","1","50.00","50.00","5.74","2","2","2","6.69","0.77","0.00","0.00","0.00","6.69","6.69","13.38","13.38","13.38","2","0","1","1","0","0","1","0","0",""
"ALAN QUINE","C","L","2016","NYI","20038","2016-10-18","S.J","NYI","All Situations","8.88","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4","0","0","0","0","0","1","4","0","100.00"
"ALAN QUINE","C","L","2016","NYI","20062","2016-10-21","ARI","NYI","All Situations","9.15","0","0.01","0","0","0","0","0","0.00","0.00","0.91","1","1","3","0.00","0.06","0.00","0.00","0.00","0.00","0.00","6.56","6.56","19.67","1","3","0","0","0","0","0","0","1","0.00"
"ALAN QUINE","C","L","2016","NYI","20094","2016-10-26","MTL","NYI","All Situations","9.40","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","1","0","0","0","0","0","0","0",""
"ALAN QUINE","C","L","2016","NYI","20147","2016-11-03","PHI","NYI","All Situations","10.18","0","0.03","0","0","0","0","0","0.00","0.00","1.57","2","2","2","0.00","0.19","0.00","0.00","0.00","0.00","0.00","11.79","11.79","11.79","0","1","0","0","0","1","0","2","5","28.57"
"ALAN QUINE","C","L","2016","NYI","20100","2016-10-27","PIT","PIT","All Situations","8.68","0","0","0","0","0","0","0","","","","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.91","5","0","0","0","0","0","0","0","0",""
"ALAN QUINE","C","L","2016","NYI","20030","2016-10-16","ANA","NYI","All Situations","8.63","0","0.07","0","0","0","0","0","0.00","0.00","7.05","1","1","1","0.00","0.49","0.00","0.00","0.00","0.00","0.00","6.95","6.95","6.95","2","0","1","1","0","0","0","3","2","60.00"
"ALEKSANDER BARKOV","C","L","2016","FLA","20168","2016-11-05","WSH","WSH","All Situations","20.48","0","0.12","0","0","0","0","0","0.00","0.00","1.93","4","6","6","0.00","0.34","0.00","0.00","0.00","0.00","0.00","11.72","17.58","17.58","0","1","1","0","0","0","1","7","10","41.18"
"ALEKSANDER BARKOV","C","L","2016","FLA","20068","2016-10-22","COL","FLA","All Situations","18.25","0","0.32","0","0","0","0","0","0.00","0.00","15.80","1","2","2","0.00","1.04","0.00","0.00","0.00","0.00","0.00","3.29","6.58","6.58","0","0","1","0","0","0","0","8","4","66.67"
"ALEKSANDER BARKOV","C","L","2016","FLA","20086","2016-10-25","PIT","PIT","All Situations","15.18","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2","0","0","0","0","1","7","7","50.00"
"ALEKSANDER BARKOV","C","L","2016","FLA","20020","2016-10-15","DET","FLA","All Situations","18.05","1","0.51","0","0","0","1","1","20.00","16.67","8.43","5","6","7","3.32","1.68","0.00","0.00","0.00","3.32","3.32","16.62","19.94","23.27","0","1","0","1","0","0","0","9","10","47.37"
"ALEKSANDER BARKOV","C","L","2016","FLA","20113","2016-10-29","BUF","BUF","All Situations","19.73","0","0.26","0","0","0","0","0","0.00","0.00","13.07","2","2","2","0.00","0.80","0.00","0.00","0.00","0.00","0.00","6.08","6.08","6.08","1","2","0","1","0","0","0","10","7","58.82"
"ALEKSANDER BARKOV","C","L","2016","FLA","20124","2016-10-30","DET","DET","All Situations","16.63","0","0.05","0","0","0","0","0","0.00","0.00","5.09","1","1","1","0.00","0.18","0.00","0.00","0.00","0.00","0.00","3.61","3.61","3.61","0","1","0","0","0","0","0","4","6","40.00"
"ALEKSANDER BARKOV","C","L","2016","FLA","20136","2016-11-01","BOS","FLA","All Situations","20.48","0","0","0","0","0","0","0","","","","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.93","2","1","2","0","2","0","0","3","8","27.27"
"ALEKSANDER BARKOV","C","L","2016","FLA","20152","2016-11-03","N.J","FLA","All Situations","18.90","0","0.33","0","0","0","0","0","0.00","0.00","6.67","4","5","5","0.00","1.06","0.00","0.00","0.00","0.00","0.00","12.70","15.87","15.87","0","0","1","0","0","0","0","5","8","38.46"
"ALEKSANDER BARKOV","C","L","2016","FLA","20101","2016-10-27","TOR","TOR","All Situations","19.43","0","0.17","0","0","0","0","0","0.00","0.00","5.79","1","3","3","0.00","0.54","0.00","0.00","0.00","0.00","0.00","3.09","9.26","9.26","0","1","1","0","0","0","0","10","3","76.92"
"ALEKSANDER BARKOV","C","L","2016","FLA","20042","2016-10-18","T.B","T.B","All Situations","22.23","0","0.03","0","0","0","0","0","0.00","0.00","3.37","1","1","1","0.00","0.09","0.00","0.00","0.00","0.00","0.00","2.70","2.70","2.70","0","1","2","0","0","0","3","12","7","63.16"
"ALEKSANDER BARKOV","C","L","2016","FLA","20056","2016-10-20","WSH","FLA","All Situations","21.82","0","0.12","2","1","1","2","1","","0.00","5.83","0","2","2","0.00","0.32","5.50","2.75","2.75","5.50","2.75","0.00","5.50","5.50","1","0","0","0","0","0","1","4","7","36.36"
"ALEKSANDER BARKOV","C","L","2016","FLA","20010","2016-10-13","N.J","FLA","All Situations","21.10","1","0.55","1","1","0","2","2","25.00","25.00","13.86","4","4","8","2.84","1.58","2.84","2.84","0.00","5.69","5.69","11.37","11.37","22.75","0","2","1","0","0","0","0","5","5","50.00"
"ALES HEMSKY","RW","R","2016","DAL","20074","2016-10-22","CBJ","DAL","All Situations","15.53","0","0.36","0","0","0","0","0","0.00","0.00","12.03","1","3","5","0.00","1.39","0.00","0.00","0.00","0.00","0.00","3.86","11.59","19.32","0","0","0","0","0","0","0","0","0",""
"ALEX BURROWS","LW","L","2016","VAN","20076","2016-10-22","L.A","L.A","All Situations","11.17","0","0.04","0","0","0","0","0","0.00","0.00","4.23","1","1","1","0.00","0.23","0.00","0.00","0.00","0.00","0.00","5.37","5.37","5.37","0","2","0","0","1","2","0","0","0",""
"ALEX BURROWS","LW","L","2016","VAN","20163","2016-11-05","TOR","TOR","All Situations","10.80","0","0","0","0","0","0","0","","","","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.56","0","0","1","0","0","4","0","0","0",""
"ALEX BURROWS","LW","L","2016","VAN","20032","2016-10-16","CAR","VAN","All Situations","10.35","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","1","1","0","0","0","0","0","0",""
"ALEX BURROWS","LW","L","2016","VAN","20029","2016-10-15","CGY","VAN","All Situations","11.12","0","0.05","0","0","0","0","0","0.00","0.00","4.64","1","1","1","0.00","0.25","0.00","0.00","0.00","0.00","0.00","5.40","5.40","5.40","1","0","1","0","1","0","0","0","0",""
"ALEX BURROWS","LW","L","2016","VAN","20061","2016-10-20","BUF","VAN","All Situations","12.38","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2","0","1","0","0","0","0","0",""
"ALEX BURROWS","LW","L","2016","VAN","20143","2016-11-02","MTL","MTL","All Situations","8.90","0","0.11","0","0","0","0","0","0.00","0.00","2.81","4","4","4","0.00","0.76","0.00","0.00","0.00","0.00","0.00","26.97","26.97","26.97","5","1","0","0","1","0","0","0","0",""
"ALEX BURROWS","LW","L","2016","VAN","20048","2016-10-18","STL","VAN","All Situations","11.42","0","0.01","0","0","0","0","0","0.00","0.00","1.12","1","1","2","0.00","0.06","0.00","0.00","0.00","0.00","0.00","5.25","5.25","10.51","2","1","2","0","0","0","0","0","1","0.00"
"ALEX BURROWS","LW","L","2016","VAN","20150","2016-11-03","OTT","OTT","All Situations","10.98","0","0.04","0","0","0","0","0","0.00","0.00","1.78","2","2","2","0.00","0.19","0.00","0.00","0.00","0.00","0.00","10.93","10.93","10.93","0","3","1","0","0","0","1","0","0",""
"ALEX CHIASSON","RW","R","2016","CGY","20046","2016-10-18","BUF","CGY","All Situations","12.63","0","0.55","0","0","0","0","0","0.00","0.00","13.72","2","4","4","0.00","2.61","0.00","0.00","0.00","0.00","0.00","9.50","19.00","19.00","2","1","1","1","0","0","0","0","0",""
"ALEX CHIASSON","RW","R","2016","CGY","20110","2016-10-28","OTT","CGY","All Situations","14.52","0","0.08","2","1","1","2","1","0.00","0.00","2.69","2","3","3","0.00","0.33","8.26","4.13","4.13","8.26","4.13","8.26","12.40","12.40","0","4","0","0","0","0","1","0","0",""
"ALEX CHIASSON","RW","R","2016","CGY","20157","2016-11-03","S.J","S.J","All Situations","13.93","0","0.04","0","0","0","0","0","0.00","0.00","4.47","1","1","1","0.00","0.19","0.00","0.00","0.00","0.00","0.00","4.31","4.31","4.31","4","1","0","0","0","1","0","0","1","0.00"
"ALEX CHIASSON","RW","R","2016","CGY","20029","2016-10-15","VAN","VAN","All Situations","9.05","0","0.07","0","0","0","0","0","0.00","0.00","1.85","3","4","5","0.00","0.49","0.00","0.00","0.00","0.00","0.00","19.89","26.52","33.15","1","1","0","0","0","1","0","0","1","0.00"
"ALEX CHIASSON","RW","R","2016","CGY","20015","2016-10-14","EDM","CGY","All Situations","7.98","0","0.13","0","0","0","0","0","0.00","0.00","6.30","2","2","2","0.00","0.95","0.00","0.00","0.00","0.00","0.00","15.04","15.04","15.04","1","0","1","1","0","0","0","0","0",""
"ALEX CHIASSON","RW","R","2016","CGY","20089","2016-10-25","STL","STL","All Situations","15.00","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","1","0","0","0","0","0","0",""
"ALEX CHIASSON","RW","R","2016","CGY","20139","2016-11-01","CHI","CHI","All Situations","11.93","0","0.06","0","0","0","0","0","0.00","0.00","6.02","1","1","1","0.00","0.30","0.00","0.00","0.00","0.00","0.00","5.03","5.03","5.03","3","2","0","0","0","0","0","0","1","0.00"
"ALEX CHIASSON","RW","R","2016","CGY","20082","2016-10-24","CHI","CHI","All Situations","17.50","0","0.08","0","0","0","0","0","0.00","0.00","4.04","2","2","2","0.00","0.28","0.00","0.00","0.00","0.00","0.00","6.86","6.86","6.86","2","0","1","0","0","1","1","0","0",""
"ALEX CHIASSON","RW","R","2016","CGY","20172","2016-11-05","L.A","L.A","All Situations","13.07","0","0.15","0","0","0","0","0","0.00","0.00","7.46","1","2","2","0.00","0.69","0.00","0.00","0.00","0.00","0.00","4.59","9.18","9.18","0","0","0","0","1","0","0","0","0",""
"ALEX CHIASSON","RW","R","2016","CGY","20059","2016-10-20","CAR","CGY","All Situations","11.47","0","0.02","0","0","0","0","0","0.00","0.00","1.66","1","1","1","0.00","0.09","0.00","0.00","0.00","0.00","0.00","5.23","5.23","5.23","1","0","0","1","1","2","0","0","1","0.00"
"ALEX CHIASSON","RW","R","2016","CGY","20075","2016-10-22","STL","CGY","All Situations","11.27","0","0","0","0","0","0","0","","","","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.32","1","0","0","0","0","0","0","0","1","0.00"
"ALEX CHIASSON","RW","R","2016","CGY","20003","2016-10-12","EDM","EDM","All Situations","8.22","1","0.2","0","0","0","1","1","50.00","50.00","10.09","2","2","2","7.30","1.47","0.00","0.00","0.00","7.30","7.30","14.60","14.60","14.60","2","1","0","1","0","0","0","0","0",""
"ALEX CHIASSON","RW","R","2016","CGY","20130","2016-10-30","WSH","CGY","All Situations","13.73","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0","0","0","0","0","0","0","0",""
"ALEX GALCHENYUK","C","L","2016","MTL","20054","2016-10-20","ARI","MTL","All Situations","15.93","1","0.41","0","0","0","1","1","33.33","20.00","8.22","3","5","5","3.77","1.55","0.00","0.00","0.00","3.77","3.77","11.30","18.83","18.83","0","3","2","1","0","1","1","3","4","42.86"
"ALEX GALCHENYUK","C","L","2016","MTL","20164","2016-11-05","PHI","MTL","All Situations","16.10","1","0.13","0","0","0","1","1","50.00","50.00","6.43","2","2","3","3.73","0.48","0.00","0.00","0.00","3.73","3.73","7.45","7.45","11.18","0","2","0","1","0","0","0","7","4","63.64"
"ALEX GALCHENYUK","C","L","2016","MTL","20065","2016-10-22","BOS","BOS","All Situations","14.73","0","0","1","0","1","1","0","","","","0","0","0","0.00","0.00","4.07","0.00","4.07","4.07","0.00","0.00","0.00","0.00","0","1","1","0","0","0","1","3","5","37.50"
"ALEX GALCHENYUK","C","L","2016","MTL","20094","2016-10-26","NYI","NYI","All Situations","14.43","0","0.12","0","0","0","0","0","0.00","0.00","3.00","1","4","5","0.00","0.50","0.00","0.00","0.00","0.00","0.00","4.16","16.63","20.79","0","1","0","1","0","0","0","2","4","33.33"
"ALEX GALCHENYUK","C","L","2016","MTL","20102","2016-10-27","T.B","MTL","All Situations","14.05","1","0.25","0","0","0","1","1","50.00","33.33","8.41","2","3","5","4.27","1.08","0.00","0.00","0.00","4.27","4.27","8.54","12.81","21.35","0","0","0","0","0","0","0","2","6","25.00"
"ALEX GALCHENYUK","C","L","2016","MTL","20158","2016-11-04","CBJ","CBJ","All Situations","14.72","0","0.22","0","0","0","0","0","0.00","0.00","5.52","4","4","6","0.00","0.90","0.00","0.00","0.00","0.00","0.00","16.30","16.30","24.46","0","0","0","0","0","0","1","10","12","45.45"
"ALEX GALCHENYUK","C","L","2016","MTL","20081","2016-10-24","PHI","MTL","All Situations","15.98","0","0.01","0","0","0","0","0","0.00","0.00","1.48","1","1","2","0.00","0.06","0.00","0.00","0.00","0.00","0.00","3.75","3.75","7.51","0","4","0","0","0","0","0","1","6","14.29"
"ALEX GALCHENYUK","C","L","2016","MTL","20143","2016-11-02","VAN","MTL","All Situations","14.77","0","0.14","2","1","1","2","1","0.00","0.00","6.79","1","2","2","0.00","0.55","8.12","4.06","4.06","8.12","4.06","4.06","8.12","8.12","0","1","0","2","0","1","2","7","2","77.78"
"ALEX GALCHENYUK","C","L","2016","MTL","20018","2016-10-15","OTT","OTT","All Situations","18.78","0","0.02","1","1","0","1","1","0.00","0.00","2.27","1","1","1","0.00","0.07","3.19","3.19","0.00","3.19","3.19","3.19","3.19","3.19","1","4","0","1","0","1","0","2","13","13.33"
"ALEX GALCHENYUK","C","L","2016","MTL","20114","2016-10-29","TOR","MTL","All Situations","14.18","1","0.29","1","0","1","2","1","50.00","33.33","9.77","2","3","4","4.23","1.24","4.23","0.00","4.23","8.46","4.23","8.46","12.69","16.93","4","3","0","0","0","0","1","7","4","63.64"
"ALEX GALCHENYUK","C","L","2016","MTL","20040","2016-10-18","PIT","MTL","All Situations","17.77","0","0.37","1","1","0","1","1","0.00","0.00","12.19","3","3","4","0.00","1.24","3.38","3.38","0.00","3.38","3.38","10.13","10.13","13.51","0","1","0","1","1","0","1","5","5","50.00"
"ALEX GALCHENYUK","C","L","2016","MTL","20005","2016-10-13","BUF","BUF","All Situations","16.72","0","0.25","1","0","1","1","0","0.00","0.00","12.28","1","2","2","0.00","0.88","3.59","0.00","3.59","3.59","0.00","3.59","7.18","7.18","0","1","0","1","0","1","0","5","6","45.45"
"ALEX KILLORN","LW","L","2016","T.B","20102","2016-10-27","MTL","MTL","All Situations","18.23","1","0.12","0","0","0","1","1","50.00","33.33","3.92","2","3","5","3.29","0.39","0.00","0.00","0.00","3.29","3.29","6.58","9.87","16.46","3","2","0","0","0","0","0","0","0",""
"ALEX KILLORN","LW","L","2016","T.B","20127","2016-10-30","NYR","NYR","All Situations","15.87","0","0.02","0","0","0","0","0","0.00","0.00","2.25","1","1","1","0.00","0.08","0.00","0.00","0.00","0.00","0.00","3.78","3.78","3.78","2","1","0","3","0","3","1","0","0",""
"ALEX KILLORN","LW","L","2016","T.B","20087","2016-10-25","TOR","TOR","All Situations","17.70","1","1.08","0","0","0","1","1","50.00","33.33","36.16","2","3","3","3.39","3.68","0.00","0.00","0.00","3.39","3.39","6.78","10.17","10.17","0","0","0","1","0","0","1","0","1","0.00"
"ALEX KILLORN","LW","L","2016","T.B","20055","2016-10-20","COL","T.B","All Situations","18.67","0","0.21","0","0","0","0","0","0.00","0.00","6.84","3","3","3","0.00","0.66","0.00","0.00","0.00","0.00","0.00","9.64","9.64","9.64","5","1","0","1","0","0","0","0","0",""
"ALEX KILLORN","LW","L","2016","T.B","20151","2016-11-03","BOS","T.B","All Situations","18.85","0","0.26","0","0","0","0","0","0.00","0.00","4.31","5","6","6","0.00","0.82","0.00","0.00","0.00","0.00","0.00","15.92","19.10","19.10","0","0","0","1","0","1","0","0","0",""
"ALEX KILLORN","LW","L","2016","T.B","20042","2016-10-18","FLA","T.B","All Situations","17.98","1","0.41","0","0","0","1","1","100.00","50.00","20.65","1","2","2","3.34","1.38","0.00","0.00","0.00","3.34","3.34","3.34","6.67","6.67","0","4","0","1","1","0","0","0","0",""
"ALEX KILLORN","LW","L","2016","T.B","20009","2016-10-13","DET","T.B","All Situations","20.35","1","0.24","1","1","0","2","2","33.33","33.33","8.08","3","3","4","2.95","0.71","2.95","2.95","0.00","5.90","5.90","8.85","8.85","11.79","2","1","1","1","0","0","0","0","0",""
"ALEX KILLORN","LW","L","2016","T.B","20166","2016-11-05","N.J","T.B","All Situations","14.92","0","0.13","0","0","0","0","0","0.00","0.00","3.13","4","4","5","0.00","0.50","0.00","0.00","0.00","0.00","0.00","16.09","16.09","20.11","1","1","0","0","0","0","0","0","0",""
"ALEX KILLORN","LW","L","2016","T.B","20116","2016-10-29","N.J","N.J","All Situations","17.68","0","0.08","0","0","0","0","0","0.00","0.00","7.54","1","1","1","0.00","0.26","0.00","0.00","0.00","0.00","0.00","3.39","3.39","3.39","3","1","0","0","0","0","0","0","0",""
