"Player","Position","Handedness","Season","Team","Game.ID","Date","Opponent","Venue","Strength","TOI","Goals","xGoals","Assists","A1","A2","P","P1","iSh%","iFSh%","ixFSh%","iSF","iFen","iCorsi","G60","xG60","A60","A160","A260","P60","P160","iSF60","iFen60","iCorsi60","HF","HA","Takeaways","Giveaways","PEND","PENT","Blocks","Faceoff Wins","Faceoff Losses","Faceoff%"
"ANTON LANDER","C","L","2016","EDM","20015","2016-10-14","CGY","CGY","All Situations","9.52","0","0.06","0","0","0","0","0","0.00","0.00","6.47","1","1","1","0.00","0.41","0.00","0.00","0.00","0.00","0.00","6.30","6.30","6.30","0","1","0","0","0","0","3","1","2","33.33"
"ANTON LANDER","C","L","2016","EDM","20134","2016-11-01","TOR","TOR","All Situations","9.80","1","0.23","0","0","0","1","1","33.33","33.33","7.61","3","3","3","6.12","1.40","0.00","0.00","0.00","6.12","6.12","18.37","18.37","18.37","2","0","1","0","0","1","0","2","0","100.00"
"ANTON LANDER","C","L","2016","EDM","20129","2016-10-30","OTT","EDM","All Situations","6.38","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0","0","0","0","1","0","2","4","33.33"
"ANTON LANDER","C","L","2016","EDM","20167","2016-11-05","NYI","NYI","All Situations","10.72","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5","0","1","0","0","0","0","4","6","40.00"
"ANTON LANDER","C","L","2016","EDM","20096","2016-10-26","WSH","EDM","All Situations","11.17","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","6","4","60.00"
"ANTON LANDER","C","L","2016","EDM","20148","2016-11-03","NYR","NYR","All Situations","13.52","0","0.06","0","0","0","0","0","0.00","0.00","3.10","1","2","2","0.00","0.27","0.00","0.00","0.00","0.00","0.00","4.44","8.88","8.88","0","1","0","0","0","0","0","3","4","42.86"
"ANTON LANDER","C","L","2016","EDM","20031","2016-10-16","BUF","EDM","All Situations","11.02","0","0.02","0","0","0","0","0","","0.00","1.90","0","1","1","0.00","0.10","0.00","0.00","0.00","0.00","0.00","0.00","5.44","5.44","2","1","0","0","0","1","0","4","3","57.14"
"ANTON LANDER","C","L","2016","EDM","20077","2016-10-23","WPG","WPG","All Situations","12.47","0","0.01","0","0","0","0","0","0.00","0.00","0.92","1","1","1","0.00","0.04","0.00","0.00","0.00","0.00","0.00","4.81","4.81","4.81","1","0","0","0","0","0","0","4","1","80.00"
"ANTON SLEPYSHEV","LW","R","2016","EDM","20003","2016-10-12","CGY","EDM","All Situations","9.37","0","0.08","0","0","0","0","0","0.00","0.00","3.75","2","2","5","0.00","0.48","0.00","0.00","0.00","0.00","0.00","12.81","12.81","32.02","1","0","0","0","0","0","0","0","0",""
"ANTON SLEPYSHEV","LW","R","2016","EDM","20047","2016-10-18","CAR","EDM","All Situations","13.92","1","0.04","0","0","0","1","1","50.00","50.00","1.99","2","2","3","4.31","0.17","0.00","0.00","0.00","4.31","4.31","8.62","8.62","12.93","1","0","1","0","0","0","0","0","0",""
"ANTON SLEPYSHEV","LW","R","2016","EDM","20060","2016-10-20","STL","EDM","All Situations","10.10","0","0.06","0","0","0","0","0","0.00","0.00","3.17","1","2","5","0.00","0.38","0.00","0.00","0.00","0.00","0.00","5.94","11.88","29.70","1","5","0","1","0","1","1","0","0",""
"ANZE KOPITAR","C","L","2016","L.A","20156","2016-11-03","PIT","L.A","All Situations","21.67","0","0.12","0","0","0","0","0","0.00","0.00","6.09","2","2","2","0.00","0.34","0.00","0.00","0.00","0.00","0.00","5.54","5.54","5.54","3","0","0","0","1","0","1","16","9","64.00"
"ANZE KOPITAR","C","L","2016","L.A","20128","2016-10-30","CHI","CHI","All Situations","22.52","0","0.11","0","0","0","0","0","0.00","0.00","3.71","2","3","5","0.00","0.30","0.00","0.00","0.00","0.00","0.00","5.33","7.99","13.32","2","0","1","0","1","0","1","9","10","47.37"
"ANZE KOPITAR","C","L","2016","L.A","20118","2016-10-29","STL","STL","All Situations","22.70","0","0.08","0","0","0","0","0","0.00","0.00","2.79","2","3","4","0.00","0.22","0.00","0.00","0.00","0.00","0.00","5.29","7.93","10.57","0","0","1","0","0","0","1","12","9","57.14"
"ANZE KOPITAR","C","L","2016","L.A","20044","2016-10-18","MIN","MIN","All Situations","22.70","1","1.24","0","0","0","1","1","16.67","10.00","12.41","6","10","11","2.64","3.28","0.00","0.00","0.00","2.64","2.64","15.86","26.43","29.07","1","0","1","0","0","1","0","14","16","46.67"
"ANZE KOPITAR","C","L","2016","L.A","20016","2016-10-14","PHI","L.A","All Situations","20.48","0","0.21","1","1","0","1","1","0.00","0.00","6.97","3","3","3","0.00","0.61","2.93","2.93","0.00","2.93","2.93","8.79","8.79","8.79","0","0","0","0","1","0","0","13","12","52.00"
"ANZE KOPITAR","C","L","2016","L.A","20172","2016-11-05","CGY","L.A","All Situations","19.58","0","0.4","0","0","0","0","0","0.00","0.00","6.70","3","6","7","0.00","1.23","0.00","0.00","0.00","0.00","0.00","9.19","18.39","21.45","1","0","0","1","0","0","0","12","12","50.00"
"ANZE KOPITAR","C","L","2016","L.A","20004","2016-10-12","S.J","S.J","All Situations","18.80","0","0.09","1","1","0","1","1","","0.00","4.71","0","2","3","0.00","0.30","3.19","3.19","0.00","3.19","3.19","0.00","6.38","9.57","1","3","1","2","1","0","3","8","9","47.06"
"ANZE KOPITAR","C","L","2016","L.A","20058","2016-10-20","DAL","DAL","All Situations","24.83","0","0.13","0","0","0","0","0","0.00","0.00","3.23","3","4","4","0.00","0.31","0.00","0.00","0.00","0.00","0.00","7.25","9.67","9.67","0","1","0","1","0","0","0","17","16","51.52"
"ANZE KOPITAR","C","L","2016","L.A","20105","2016-10-27","NSH","L.A","All Situations","24.63","0","0.57","1","1","0","1","1","0.00","0.00","9.54","1","6","8","0.00","1.39","2.44","2.44","0.00","2.44","2.44","2.44","14.62","19.49","2","4","0","1","1","0","1","11","14","44.00"
"ANZE KOPITAR","C","L","2016","L.A","20092","2016-10-25","CBJ","L.A","All Situations","20.50","1","0.21","0","0","0","1","1","33.33","25.00","5.33","3","4","6","2.93","0.62","0.00","0.00","0.00","2.93","2.93","8.78","11.71","17.56","2","2","1","2","0","0","1","9","9","50.00"
"ANZE KOPITAR","C","L","2016","L.A","20076","2016-10-22","VAN","L.A","All Situations","25.10","0","0.47","1","1","0","1","1","0.00","0.00","9.41","4","5","6","0.00","1.12","2.39","2.39","0.00","2.39","2.39","9.56","11.95","14.34","2","0","0","0","1","0","1","17","15","53.12"
"ANZE KOPITAR","C","L","2016","L.A","20142","2016-11-01","ANA","L.A","All Situations","17.48","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","2","0","0","0","0","0","13","14","48.15"
"ARTEM ANISIMOV","C","L","2016","CHI","20171","2016-11-05","DAL","DAL","All Situations","17.43","0","0.09","1","1","0","1","1","0.00","0.00","4.51","1","2","4","0.00","0.31","3.44","3.44","0.00","3.44","3.44","3.44","6.88","13.77","0","0","0","0","3","0","0","7","9","43.75"
"ARTEM ANISIMOV","C","L","2016","CHI","20072","2016-10-22","TOR","CHI","All Situations","19.18","2","1.01","0","0","0","2","2","100.00","100.00","50.64","2","2","2","6.26","3.17","0.00","0.00","0.00","6.26","6.26","6.26","6.26","6.26","0","4","0","0","0","0","0","10","9","52.63"
"ARTEM ANISIMOV","C","L","2016","CHI","20002","2016-10-12","STL","CHI","All Situations","22.47","0","0.25","0","0","0","0","0","0.00","0.00","6.37","2","4","6","0.00","0.68","0.00","0.00","0.00","0.00","0.00","5.34","10.68","16.02","1","2","1","0","0","1","0","5","11","31.25"
"ARTEM ANISIMOV","C","L","2016","CHI","20014","2016-10-14","NSH","NSH","All Situations","18.60","0","0.25","0","0","0","0","0","0.00","0.00","12.46","2","2","3","0.00","0.80","0.00","0.00","0.00","0.00","0.00","6.45","6.45","9.68","0","0","0","0","1","2","0","6","9","40.00"
"ARTEM ANISIMOV","C","L","2016","CHI","20026","2016-10-15","NSH","CHI","All Situations","15.50","0","0","1","0","1","1","0","","","","0","0","1","0.00","0.00","3.87","0.00","3.87","3.87","0.00","0.00","0.00","3.87","1","1","1","0","0","1","0","3","5","37.50"
"ARTEM ANISIMOV","C","L","2016","CHI","20128","2016-10-30","L.A","CHI","All Situations","19.25","1","0.24","0","0","0","1","1","100.00","33.33","8.09","1","3","4","3.12","0.76","0.00","0.00","0.00","3.12","3.12","3.12","9.35","12.47","1","0","1","0","0","0","0","7","7","50.00"
"ARTEM ANISIMOV","C","L","2016","CHI","20153","2016-11-03","COL","CHI","All Situations","17.35","0","0","1","0","1","1","0","","","","0","0","0","0.00","0.00","3.46","0.00","3.46","3.46","0.00","0.00","0.00","0.00","1","2","0","0","0","1","0","3","5","37.50"
"ARTEM ANISIMOV","C","L","2016","CHI","20139","2016-11-01","CGY","CHI","All Situations","18.83","1","0.37","1","0","1","2","1","25.00","20.00","7.35","4","5","6","3.19","1.17","3.19","0.00","3.19","6.37","3.19","12.75","15.93","19.12","3","0","2","0","0","0","0","9","3","75.00"
"ARTEM ANISIMOV","C","L","2016","CHI","20082","2016-10-24","CGY","CHI","All Situations","18.28","0","0.06","1","1","0","1","1","","0.00","5.92","0","1","2","0.00","0.19","3.28","3.28","0.00","3.28","3.28","0.00","3.28","6.56","0","0","0","0","0","0","1","4","14","22.22"
"ARTEM ANISIMOV","C","L","2016","CHI","20107","2016-10-28","N.J","N.J","All Situations","18.23","1","1.21","0","0","0","1","1","33.33","25.00","30.21","3","4","6","3.29","3.98","0.00","0.00","0.00","3.29","3.29","9.87","13.17","19.75","1","0","1","0","0","0","0","8","8","50.00"
"ARTEM ANISIMOV","C","L","2016","CHI","20063","2016-10-21","CBJ","CBJ","All Situations","17.00","0","0.36","1","0","1","1","0","0.00","0.00","9.02","3","4","5","0.00","1.27","3.53","0.00","3.53","3.53","0.00","10.59","14.12","17.65","0","2","0","0","0","0","0","3","5","37.50"
"ARTEM ANISIMOV","C","L","2016","CHI","20045","2016-10-18","PHI","CHI","All Situations","18.55","2","0.87","2","2","0","4","4","66.67","66.67","29.15","3","3","3","6.47","2.83","6.47","6.47","0.00","12.94","12.94","9.70","9.70","9.70","0","1","0","0","0","0","0","4","9","30.77"
"ARTEMI PANARIN","C","R","2016","CHI","20072","2016-10-22","TOR","CHI","All Situations","21.00","0","0.41","2","1","1","2","1","0.00","0.00","8.20","3","5","6","0.00","1.17","5.71","2.86","2.86","5.71","2.86","8.57","14.29","17.14","0","1","1","2","2","0","0","0","0",""
"ARTEMI PANARIN","C","R","2016","CHI","20171","2016-11-05","DAL","DAL","All Situations","17.85","0","0.15","1","0","1","1","0","0.00","0.00","7.54","1","2","3","0.00","0.51","3.36","0.00","3.36","3.36","0.00","3.36","6.72","10.08","0","2","0","0","0","1","0","1","0","100.00"
"ARTEMI PANARIN","C","R","2016","CHI","20014","2016-10-14","NSH","NSH","All Situations","21.00","0","0.17","0","0","0","0","0","0.00","0.00","5.62","2","3","5","0.00","0.48","0.00","0.00","0.00","0.00","0.00","5.71","8.57","14.29","0","1","0","1","0","0","0","0","0",""
"ARTEMI PANARIN","C","R","2016","CHI","20002","2016-10-12","STL","CHI","All Situations","23.57","0","0.05","0","0","0","0","0","0.00","0.00","2.46","2","2","5","0.00","0.13","0.00","0.00","0.00","0.00","0.00","5.09","5.09","12.73","1","0","1","0","0","0","0","0","0",""
"ARTEMI PANARIN","C","R","2016","CHI","20139","2016-11-01","CGY","CHI","All Situations","16.47","1","0.89","1","0","1","2","1","25.00","20.00","17.77","4","5","7","3.64","3.24","3.64","0.00","3.64","7.29","3.64","14.57","18.21","25.50","0","3","3","0","0","0","0","0","0",""
"ARTEMI PANARIN","C","R","2016","CHI","20153","2016-11-03","COL","CHI","All Situations","20.15","1","0.51","1","1","0","2","2","25.00","25.00","12.65","4","4","6","2.98","1.51","2.98","2.98","0.00","5.96","5.96","11.91","11.91","17.87","1","1","1","1","0","1","0","0","0",""
"ARTEMI PANARIN","C","R","2016","CHI","20128","2016-10-30","L.A","CHI","All Situations","18.70","0","0.29","1","0","1","1","0","0.00","0.00","7.27","2","4","4","0.00","0.93","3.21","0.00","3.21","3.21","0.00","6.42","12.83","12.83","0","0","0","0","0","1","0","0","0",""
"ARTEMI PANARIN","C","R","2016","CHI","20026","2016-10-15","NSH","CHI","All Situations","17.58","0","0.12","0","0","0","0","0","0.00","0.00","2.92","1","4","4","0.00","0.40","0.00","0.00","0.00","0.00","0.00","3.41","13.65","13.65","1","0","0","0","0","0","0","0","0",""
"ARTEMI PANARIN","C","R","2016","CHI","20045","2016-10-18","PHI","CHI","All Situations","19.38","2","0.31","1","1","0","3","3","50.00","50.00","7.71","4","4","4","6.19","0.95","3.10","3.10","0.00","9.29","9.29","12.38","12.38","12.38","0","1","2","2","1","0","0","0","0",""
"ARTEMI PANARIN","C","R","2016","CHI","20063","2016-10-21","CBJ","CBJ","All Situations","22.97","0","0.16","0","0","0","0","0","0.00","0.00","7.93","1","2","4","0.00","0.41","0.00","0.00","0.00","0.00","0.00","2.61","5.22","10.45","0","1","0","0","0","0","0","0","0",""
"ARTEMI PANARIN","C","R","2016","CHI","20107","2016-10-28","N.J","N.J","All Situations","18.17","1","0.49","1","1","0","2","2","25.00","20.00","9.73","4","5","5","3.30","1.61","3.30","3.30","0.00","6.60","6.60","13.21","16.51","16.51","1","2","0","1","1","0","0","0","0",""
"ARTEMI PANARIN","C","R","2016","CHI","20082","2016-10-24","CGY","CHI","All Situations","21.73","0","0.21","0","0","0","0","0","0.00","0.00","6.84","2","3","6","0.00","0.57","0.00","0.00","0.00","0.00","0.00","5.52","8.28","16.57","0","3","0","0","1","1","0","0","0",""
"ARTTURI LEHKONEN","LW","L","2016","MTL","20094","2016-10-26","NYI","NYI","All Situations","15.23","0","0.03","0","0","0","0","0","0.00","0.00","1.54","2","2","5","0.00","0.12","0.00","0.00","0.00","0.00","0.00","7.88","7.88","19.70","2","4","1","1","0","1","1","0","0",""
"ARTTURI LEHKONEN","LW","L","2016","MTL","20065","2016-10-22","BOS","BOS","All Situations","13.53","0","0.2","0","0","0","0","0","0.00","0.00","9.96","1","2","3","0.00","0.88","0.00","0.00","0.00","0.00","0.00","4.43","8.87","13.30","4","2","2","0","0","0","1","0","0",""
"ARTTURI LEHKONEN","LW","L","2016","MTL","20164","2016-11-05","PHI","MTL","All Situations","8.12","0","0","0","0","0","0","0","","","","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.39","0","1","0","0","0","1","0","0","0",""
"ARTTURI LEHKONEN","LW","L","2016","MTL","20054","2016-10-20","ARI","MTL","All Situations","15.43","1","0.32","0","0","0","1","1","25.00","20.00","6.34","4","5","5","3.89","1.23","0.00","0.00","0.00","3.89","3.89","15.55","19.44","19.44","0","3","0","2","0","0","1","0","0",""
"ARTTURI LEHKONEN","LW","L","2016","MTL","20018","2016-10-15","OTT","OTT","All Situations","11.17","1","0.97","0","0","0","1","1","50.00","33.33","32.23","2","3","4","5.37","5.19","0.00","0.00","0.00","5.37","5.37","10.74","16.11","21.49","1","6","0","0","0","0","0","0","0",""
"ARTTURI LEHKONEN","LW","L","2016","MTL","20143","2016-11-02","VAN","MTL","All Situations","13.48","0","0.36","0","0","0","0","0","0.00","0.00","8.94","3","4","5","0.00","1.59","0.00","0.00","0.00","0.00","0.00","13.35","17.80","22.26","1","0","1","0","1","0","0","0","0",""
"ARTTURI LEHKONEN","LW","L","2016","MTL","20081","2016-10-24","PHI","MTL","All Situations","15.82","0","0.24","1","0","1","1","0","0.00","0.00","4.73","5","5","6","0.00","0.90","3.79","0.00","3.79","3.79","0.00","18.96","18.96","22.76","0","1","0","0","0","0","0","0","0",""
"ARTTURI LEHKONEN","LW","L","2016","MTL","20102","2016-10-27","T.B","MTL","All Situations","17.03","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2","0","1","0","1","0","0","0",""
"ARTTURI LEHKONEN","LW","L","2016","MTL","20158","2016-11-04","CBJ","CBJ","All Situations","13.32","0","0.12","0","0","0","0","0","0.00","0.00","6.08","1","2","4","0.00","0.55","0.00","0.00","0.00","0.00","0.00","4.50","9.01","18.02","0","0","0","0","0","0","0","0","0",""
"ARTTURI LEHKONEN","LW","L","2016","MTL","20040","2016-10-18","PIT","MTL","All Situations","12.83","0","0.09","0","0","0","0","0","0.00","0.00","4.74","2","2","2","0.00","0.44","0.00","0.00","0.00","0.00","0.00","9.35","9.35","9.35","3","1","1","0","0","0","0","0","0",""
"ARTTURI LEHKONEN","LW","L","2016","MTL","20005","2016-10-13","BUF","BUF","All Situations","16.50","0","0.47","0","0","0","0","0","0.00","0.00","9.49","5","5","8","0.00","1.72","0.00","0.00","0.00","0.00","0.00","18.18","18.18","29.09","1","1","0","0","0","0","0","0","0",""
"ARTTURI LEHKONEN","LW","L","2016","MTL","20114","2016-10-29","TOR","MTL","All Situations","10.62","0","0.34","0","0","0","0","0","0.00","0.00","16.77","2","2","4","0.00","1.90","0.00","0.00","0.00","0.00","0.00","11.30","11.30","22.60","0","2","0","0","0","0","1","0","0",""
"AUSTIN CZARNIK","C","R","2016","BOS","20017","2016-10-15","TOR","TOR","All Situations","11.00","0","0.01","0","0","0","0","0","0.00","0.00","0.51","1","1","1","0.00","0.03","0.00","0.00","0.00","0.00","0.00","5.45","5.45","5.45","1","1","1","0","1","0","0","0","3","0.00"
"AUSTIN CZARNIK","C","R","2016","BOS","20008","2016-10-13","CBJ","CBJ","All Situations","15.18","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","1","0","0","1","1","1","5","16.67"
"AUSTIN CZARNIK","C","R","2016","BOS","20095","2016-10-26","NYR","NYR","All Situations","14.53","1","0.05","0","0","0","1","1","50.00","50.00","2.72","2","2","2","4.13","0.22","0.00","0.00","0.00","4.13","4.13","8.26","8.26","8.26","0","1","0","0","0","1","0","1","0","100.00"
"AUSTIN CZARNIK","C","R","2016","BOS","20162","2016-11-05","NYR","BOS","All Situations","14.98","0","0.17","0","0","0","0","0","0.00","0.00","5.58","1","3","3","0.00","0.67","0.00","0.00","0.00","0.00","0.00","4.01","12.02","12.02","0","0","0","0","0","0","0","0","0",""
"AUSTIN CZARNIK","C","R","2016","BOS","20136","2016-11-01","FLA","FLA","All Situations","16.53","0","0","0","0","0","0","0","","","","0","0","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.26","0","0","0","0","0","0","2","1","2","33.33"
"AUSTIN CZARNIK","C","R","2016","BOS","20151","2016-11-03","T.B","T.B","All Situations","15.88","0","0.01","0","0","0","0","0","0.00","0.00","0.89","1","1","1","0.00","0.03","0.00","0.00","0.00","0.00","0.00","3.78","3.78","3.78","0","1","0","1","1","0","0","0","2","0.00"
"AUSTIN CZARNIK","C","R","2016","BOS","20115","2016-10-29","DET","DET","All Situations","14.80","0","0.22","0","0","0","0","0","0.00","0.00","7.49","2","3","3","0.00","0.91","0.00","0.00","0.00","0.00","0.00","8.11","12.16","12.16","0","1","0","1","0","0","1","1","0","100.00"
"AUSTIN WATSON","LW","R","2016","NSH","20105","2016-10-27","L.A","L.A","All Situations","10.47","0","0.04","0","0","0","0","0","0.00","0.00","2.07","1","2","2","0.00","0.24","0.00","0.00","0.00","0.00","0.00","5.73","11.46","11.46","4","2","0","0","3","0","0","0","0",""
"AUSTIN WATSON","LW","R","2016","NSH","20155","2016-11-03","ARI","ARI","All Situations","7.27","0","0.01","0","0","0","0","0","","0.00","1.34","0","1","1","0.00","0.11","0.00","0.00","0.00","0.00","0.00","0.00","8.25","8.25","2","1","0","0","0","0","1","0","0",""
"AUSTIN WATSON","LW","R","2016","NSH","20170","2016-11-05","CAR","NSH","All Situations","13.15","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0","0","0","0","0","0","0","1","0.00"
"AUSTIN WATSON","LW","R","2016","NSH","20140","2016-11-01","COL","COL","All Situations","12.27","0","0.13","0","0","0","0","0","0.00","0.00","4.32","2","3","3","0.00","0.63","0.00","0.00","0.00","0.00","0.00","9.78","14.67","14.67","2","1","1","0","2","1","0","0","0",""
"AUSTIN WATSON","LW","R","2016","NSH","20122","2016-10-29","S.J","S.J","All Situations","9.80","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4","2","0","0","0","0","0","0","0",""
"AUSTIN WATSON","LW","R","2016","NSH","20097","2016-10-26","ANA","ANA","All Situations","12.42","0","0.02","0","0","0","0","0","","0.00","2.49","0","1","2","0.00","0.12","0.00","0.00","0.00","0.00","0.00","0.00","4.83","9.66","1","0","0","0","1","0","0","0","0",""
"AUSTIN WATSON","LW","R","2016","NSH","20073","2016-10-22","PIT","NSH","All Situations","12.60","0","0.17","0","0","0","0","0","0.00","0.00","16.96","1","1","2","0.00","0.81","0.00","0.00","0.00","0.00","0.00","4.76","4.76","9.52","1","2","0","0","0","0","0","0","1","0.00"
"AUSTON MATTHEWS","C","L","2016","TOR","20017","2016-10-15","BOS","TOR","All Situations","16.85","0","0.39","0","0","0","0","0","0.00","0.00","19.33","2","2","2","0.00","1.38","0.00","0.00","0.00","0.00","0.00","7.12","7.12","7.12","0","2","1","2","0","0","1","3","4","42.86"
"AUSTON MATTHEWS","C","L","2016","TOR","20126","2016-10-30","NYI","NYI","All Situations","18.18","0","0.23","0","0","0","0","0","0.00","0.00","4.54","4","5","5","0.00","0.75","0.00","0.00","0.00","0.00","0.00","13.20","16.50","16.50","0","1","1","0","1","0","0","2","6","25.00"
"AUSTON MATTHEWS","C","L","2016","TOR","20163","2016-11-05","VAN","TOR","All Situations","16.97","0","0.69","1","1","0","1","1","0.00","0.00","6.94","5","10","11","0.00","2.45","3.54","3.54","0.00","3.54","3.54","17.68","35.36","38.89","1","1","2","0","0","0","0","0","0",""
"AUSTON MATTHEWS","C","L","2016","TOR","20072","2016-10-22","CHI","CHI","All Situations","15.17","0","0.57","2","2","0","2","2","0.00","0.00","14.19","4","4","5","0.00","2.24","7.91","7.91","0.00","7.91","7.91","15.82","15.82","19.78","0","0","0","1","0","0","1","6","6","50.00"
"AUSTON MATTHEWS","C","L","2016","TOR","20134","2016-11-01","EDM","TOR","All Situations","19.47","0","0.67","0","0","0","0","0","0.00","0.00","8.33","6","8","9","0.00","2.05","0.00","0.00","0.00","0.00","0.00","18.49","24.65","27.73","0","4","1","1","0","0","1","2","4","33.33"
"AUSTON MATTHEWS","C","L","2016","TOR","20050","2016-10-19","WPG","WPG","All Situations","17.95","0","0.79","1","1","0","1","1","0.00","0.00","9.89","7","8","10","0.00","2.64","3.34","3.34","0.00","3.34","3.34","23.40","26.74","33.43","0","2","0","2","1","0","1","3","6","33.33"
"AUSTON MATTHEWS","C","L","2016","TOR","20146","2016-11-03","BUF","BUF","All Situations","17.18","0","0.42","0","0","0","0","0","0.00","0.00","7.05","4","6","6","0.00","1.48","0.00","0.00","0.00","0.00","0.00","13.97","20.95","20.95","0","0","0","0","0","0","1","6","4","60.00"
"AUSTON MATTHEWS","C","L","2016","TOR","20101","2016-10-27","FLA","TOR","All Situations","15.78","0","0.31","0","0","0","0","0","0.00","0.00","5.19","4","6","6","0.00","1.18","0.00","0.00","0.00","0.00","0.00","15.21","22.81","22.81","0","3","0","1","0","0","2","11","4","73.33"
"AUSTON MATTHEWS","C","L","2016","TOR","20057","2016-10-20","MIN","MIN","All Situations","17.67","1","0.55","0","0","0","1","1","33.33","25.00","13.78","3","4","4","3.40","1.87","0.00","0.00","0.00","3.40","3.40","10.19","13.58","13.58","0","1","0","0","0","0","0","2","3","40.00"
"AUSTON MATTHEWS","C","L","2016","TOR","20087","2016-10-25","T.B","TOR","All Situations","16.02","1","0.3","1","0","1","2","1","25.00","20.00","5.98","4","5","5","3.75","1.12","3.75","0.00","3.75","7.49","3.75","14.98","18.73","18.73","0","2","0","0","0","0","0","11","7","61.11"
"AUSTON MATTHEWS","C","L","2016","TOR","20001","2016-10-12","OTT","OTT","All Situations","17.62","4","0.59","0","0","0","4","4","66.67","66.67","9.83","6","6","7","13.62","2.01","0.00","0.00","0.00","13.62","13.62","20.43","20.43","23.84","0","3","2","0","0","0","0","6","7","46.15"
"AUSTON MATTHEWS","C","L","2016","TOR","20114","2016-10-29","MTL","MTL","All Situations","19.42","0","0.1","0","0","0","0","0","0.00","0.00","3.36","2","3","4","0.00","0.31","0.00","0.00","0.00","0.00","0.00","6.18","9.27","12.36","1","0","1","0","2","0","0","2","5","28.57"
"BEAU BENNETT","RW","R","2016","N.J","20069","2016-10-22","MIN","N.J","All Situations","10.28","0","0.21","0","0","0","0","0","0.00","0.00","10.69","2","2","2","0.00","1.25","0.00","0.00","0.00","0.00","0.00","11.67","11.67","11.67","0","1","1","0","0","0","0","0","0",""
"BEAU BENNETT","RW","R","2016","N.J","20084","2016-10-25","ARI","N.J","All Situations","13.90","0","0.06","0","0","0","0","0","0.00","0.00","3.23","1","2","2","0.00","0.28","0.00","0.00","0.00","0.00","0.00","4.32","8.63","8.63","0","1","0","0","0","0","0","0","1","0.00"
"BEAU BENNETT","RW","R","2016","N.J","20037","2016-10-18","ANA","N.J","All Situations","11.60","0","0.01","0","0","0","0","0","0.00","0.00","1.15","1","1","2","0.00","0.06","0.00","0.00","0.00","0.00","0.00","5.17","5.17","10.34","2","1","0","0","0","0","0","0","0",""
"BEAU BENNETT","RW","R","2016","N.J","20107","2016-10-28","CHI","N.J","All Situations","11.90","0","0.02","0","0","0","0","0","0.00","0.00","1.92","1","1","1","0.00","0.10","0.00","0.00","0.00","0.00","0.00","5.04","5.04","5.04","1","1","0","1","0","0","0","0","0",""
"BEAU BENNETT","RW","R","2016","N.J","20152","2016-11-03","FLA","FLA","All Situations","11.27","0","0.04","1","1","0","1","1","0.00","0.00","3.74","1","1","1","0.00","0.20","5.32","5.32","0.00","5.32","5.32","5.32","5.32","5.32","0","0","0","0","1","0","1","0","0",""
"BEAU BENNETT","RW","R","2016","N.J","20019","2016-10-15","T.B","T.B","All Situations","9.45","0","0.2","0","0","0","0","0","0.00","0.00","6.55","2","3","3","0.00","1.25","0.00","0.00","0.00","0.00","0.00","12.70","19.05","19.05","1","1","1","0","0","0","0","0","0",""
"BEAU BENNETT","RW","R","2016","N.J","20116","2016-10-29","T.B","N.J","All Situations","11.28","0","0.06","0","0","0","0","0","0.00","0.00","1.96","3","3","3","0.00","0.31","0.00","0.00","0.00","0.00","0.00","15.96","15.96","15.96","1","0","1","1","0","1","0","0","0",""
"BEAU BENNETT","RW","R","2016","N.J","20051","2016-10-20","BOS","BOS","All Situations","13.97","0","0.04","0","0","0","0","0","0.00","0.00","3.82","1","1","2","0.00","0.16","0.00","0.00","0.00","0.00","0.00","4.29","4.29","8.59","1","1","1","0","0","0","0","0","0",""
"BEAU BENNETT","RW","R","2016","N.J","20166","2016-11-05","T.B","T.B","All Situations","12.75","0","0.13","0","0","0","0","0","0.00","0.00","6.73","2","2","4","0.00","0.63","0.00","0.00","0.00","0.00","0.00","9.41","9.41","18.82","0","1","1","0","1","0","0","0","0",""
"BEN SMITH","RW","R","2016","COL","20034","2016-10-17","PIT","PIT","All Situations","8.42","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","1","0","0","0","0","0","4","3","57.14"
