"Player","Position","Handedness","Season","Team","GP","Strength","TOI","Goals","xGoals","Assists","A1","A2","P","P1","iSh%","iFSh%","ixFSh%","iSF","iFen","iCorsi","G60","xG60","A60","A160","A260","P60","P160","iSF60","iFen60","iCorsi60","HF","HA","Takeaways","Giveaways","PEND","PENT","Blocks","Faceoff Wins","Faceoff Losses","Faceoff%"
"MATS ZUCCARELLO","RW","L","2016","NYR","12","All Situations","224.97","5","3.73","3","1","2","8","6","18.52","14.71","10.96","27","34","45","1.33","0.99","0.80","0.27","0.53","2.13","1.60","7.20","9.07","12.00","15","10","12","4","5","3","4","1","1","50.00"
"MATT CULLEN","C","L","2016","PIT","12","All Situations","181.45","3","3.48","6","3","3","9","6","18.75","11.54","13.40","16","26","33","0.99","1.15","1.98","0.99","0.99","2.98","1.98","5.29","8.60","10.91","6","13","2","5","3","2","2","106","67","61.27"
"MATT MARTIN","LW","L","2016","TOR","12","All Situations","122.02","0","1.9","1","0","1","1","0","0.00","0.00","11.15","13","17","22","0.00","0.93","0.49","0.00","0.49","0.49","0.00","6.39","8.36","10.82","53","19","4","2","7","6","2","0","3","0.00"
"MAX PACIORETTY","LW","L","2016","MTL","12","All Situations","208.38","2","3.06","6","4","2","8","6","5.71","3.51","5.37","35","57","77","0.58","0.88","1.73","1.15","0.58","2.30","1.73","10.08","16.41","22.17","16","35","6","6","3","4","4","0","0",""
"MELKER KARLSSON","C","R","2016","S.J","12","All Situations","150.83","2","1.52","1","1","0","3","3","16.67","10.00","7.59","12","20","25","0.80","0.60","0.40","0.40","0.00","1.19","1.19","4.77","7.96","9.94","9","21","4","3","2","2","10","0","2","0.00"
"MICHAEL GRABNER","RW","L","2016","NYR","12","All Situations","152.07","7","4.59","3","3","0","10","10","30.43","23.33","15.30","23","30","36","2.76","1.81","1.18","1.18","0.00","3.95","3.95","9.07","11.84","14.20","7","4","14","7","0","0","7","2","1","66.67"
"MIKA ZIBANEJAD","C","R","2016","NYR","12","All Situations","201.07","2","4.34","7","2","5","9","4","5.88","3.57","7.76","34","56","67","0.60","1.30","2.09","0.60","1.49","2.69","1.19","10.15","16.71","19.99","5","10","9","6","7","2","3","120","92","56.60"
"MIKKEL BOEDKER","LW","L","2016","S.J","12","All Situations","185.90","2","2.8","0","0","0","2","2","13.33","7.69","10.76","15","26","32","0.65","0.90","0.00","0.00","0.00","0.65","0.65","4.84","8.39","10.33","8","10","6","8","3","1","3","2","5","28.57"
"MILAN LUCIC","LW","L","2016","EDM","12","All Situations","220.75","5","4.45","3","3","0","8","8","19.23","15.15","13.50","26","33","46","1.36","1.21","0.82","0.82","0.00","2.17","2.17","7.07","8.97","12.50","31","11","6","11","0","3","2","1","1","50.00"
"MITCHELL MARNER","C","R","2016","TOR","12","All Situations","197.43","4","3.86","6","3","3","10","7","12.12","8.89","8.58","33","45","58","1.22","1.17","1.82","0.91","0.91","3.04","2.13","10.03","13.68","17.63","5","12","9","9","3","5","9","4","3","57.14"
"NAZEM KADRI","C","L","2016","TOR","12","All Situations","182.98","6","2.84","3","1","2","9","7","24.00","17.14","8.10","25","35","55","1.97","0.93","0.98","0.33","0.66","2.95","2.30","8.20","11.48","18.03","19","22","12","6","8","8","7","79","92","46.20"
"NICK BONINO","C","L","2016","PIT","12","All Situations","217.25","1","1.37","3","2","1","4","3","5.56","4.55","6.21","18","22","28","0.28","0.38","0.83","0.55","0.28","1.10","0.83","4.97","6.08","7.73","13","17","9","4","2","2","15","106","116","47.75"
"NICK SCHMALTZ","C","R","2016","CHI","12","All Situations","128.93","1","0.94","2","1","1","3","2","16.67","12.50","11.75","6","8","12","0.47","0.44","0.93","0.47","0.47","1.40","0.93","2.79","3.72","5.58","4","9","6","3","0","2","5","25","52","32.47"
"NIKOLAJ EHLERS","LW","L","2016","WPG","12","All Situations","214.87","3","2.89","5","4","1","8","7","10.34","6.67","6.41","29","45","52","0.84","0.81","1.40","1.12","0.28","2.23","1.95","8.10","12.57","14.52","7","16","4","6","6","5","5","0","1","0.00"
"ONDREJ PALAT","LW","L","2016","T.B","12","All Situations","211.53","1","2.51","3","2","1","4","3","5.56","4.00","10.06","18","25","32","0.28","0.71","0.85","0.57","0.28","1.13","0.85","5.11","7.09","9.08","27","32","18","7","4","3","5","0","0",""
"PATRIC HORNQVIST","RW","R","2016","PIT","12","All Situations","183.90","4","6.03","6","5","1","10","9","9.09","7.41","11.17","44","54","62","1.31","1.97","1.96","1.63","0.33","3.26","2.94","14.36","17.62","20.23","31","10","6","1","1","1","15","1","4","20.00"
"PATRICK KANE","RW","L","2016","CHI","12","All Situations","267.52","4","3.2","11","8","3","15","12","10.53","8.00","6.41","38","50","71","0.90","0.72","2.47","1.79","0.67","3.36","2.69","8.52","11.21","15.92","5","15","3","2","8","3","1","3","8","27.27"
"PATRICK MARLEAU","C","L","2016","S.J","12","All Situations","197.82","3","4.26","1","1","0","4","4","10.00","8.33","11.84","30","36","45","0.91","1.29","0.30","0.30","0.00","1.21","1.21","9.10","10.92","13.65","14","15","5","7","3","2","4","6","8","42.86"
"PATRICK MAROON","LW","L","2016","EDM","12","All Situations","186.20","4","2.31","1","1","0","5","5","17.39","13.33","7.70","23","30","38","1.29","0.74","0.32","0.32","0.00","1.61","1.61","7.41","9.67","12.24","31","18","1","5","3","4","1","1","3","25.00"
"PATRIK BERGLUND","C","L","2016","STL","12","All Situations","186.47","1","1.55","3","1","2","4","2","5.56","3.45","5.35","18","29","36","0.32","0.50","0.97","0.32","0.64","1.29","0.64","5.79","9.33","11.58","22","10","3","3","1","3","4","83","66","55.70"
"PATRIK LAINE","RW","R","2016","WPG","12","All Situations","226.57","7","2.69","3","1","2","10","8","18.42","14.00","5.38","38","50","65","1.85","0.71","0.79","0.26","0.53","2.65","2.12","10.06","13.24","17.21","14","9","6","16","0","1","6","0","2","0.00"
"PAUL BYRON","LW","L","2016","MTL","12","All Situations","161.23","2","2.15","4","3","1","6","5","16.67","15.38","16.54","12","13","17","0.74","0.80","1.49","1.12","0.37","2.23","1.86","4.47","4.84","6.33","13","9","7","3","4","2","4","2","0","100.00"
"PAUL STASTNY","C","L","2016","STL","12","All Situations","247.70","4","3.34","5","4","1","9","8","21.05","13.33","11.13","19","30","36","0.97","0.81","1.21","0.97","0.24","2.18","1.94","4.60","7.27","8.72","8","6","6","3","0","7","7","137","125","52.29"
"PHIL KESSEL","RW","R","2016","PIT","12","All Situations","218.03","3","2.59","7","4","3","10","7","11.54","7.50","6.47","26","40","56","0.83","0.71","1.93","1.10","0.83","2.75","1.93","7.15","11.01","15.41","2","5","1","5","0","4","3","0","3","0.00"
"PHILLIP DANAULT","LW","L","2016","MTL","12","All Situations","154.43","3","1.82","3","2","1","6","5","18.75","15.00","9.08","16","20","29","1.17","0.71","1.17","0.78","0.39","2.33","1.94","6.22","7.77","11.27","12","16","1","6","2","0","8","28","23","54.90"
"REILLY SMITH","RW","L","2016","FLA","12","All Situations","234.47","2","3.67","3","1","2","5","3","7.41","5.00","9.17","27","40","54","0.51","0.94","0.77","0.26","0.51","1.28","0.77","6.91","10.24","13.82","9","10","16","4","2","1","4","1","0","100.00"
"RICHARD PANIK","RW","L","2016","CHI","12","All Situations","190.00","6","2.71","4","2","2","10","8","42.86","31.58","14.28","14","19","28","1.89","0.86","1.26","0.63","0.63","3.16","2.53","4.42","6.00","8.84","32","23","5","6","3","2","4","0","2","0.00"
"RICK NASH","RW","L","2016","NYR","12","All Situations","196.75","6","5.98","3","3","0","9","9","15.79","12.77","12.72","38","47","58","1.83","1.82","0.91","0.91","0.00","2.74","2.74","11.59","14.33","17.69","5","11","13","10","1","2","7","0","0",""
"RILEY SHEAHAN","C","L","2016","DET","12","All Situations","167.15","0","1.43","3","1","2","3","1","0.00","0.00","6.20","18","23","29","0.00","0.51","1.08","0.36","0.72","1.08","0.36","6.46","8.26","10.41","3","14","2","2","2","3","7","8","6","57.14"
"ROBBY FABBRI","C","L","2016","STL","12","All Situations","198.00","0","1.42","3","3","0","3","3","0.00","0.00","5.67","19","25","37","0.00","0.43","0.91","0.91","0.00","0.91","0.91","5.76","7.58","11.21","16","9","5","5","4","5","7","2","1","66.67"
"RYAN GARBUTT","C","L","2016","ANA","12","All Situations","135.27","1","0.96","1","0","1","2","1","6.67","4.17","4.02","15","24","34","0.44","0.43","0.44","0.00","0.44","0.89","0.44","6.65","10.65","15.08","23","11","1","1","1","2","5","3","2","60.00"
"RYAN KESLER","C","R","2016","ANA","12","All Situations","247.90","2","4.21","6","3","3","8","5","8.00","4.88","10.27","25","41","50","0.48","1.02","1.45","0.73","0.73","1.94","1.21","6.05","9.92","12.10","21","18","2","7","4","4","8","164","96","63.08"
"RYAN NUGENT-HOPKINS","C","L","2016","EDM","12","All Situations","210.70","1","2.22","5","3","2","6","4","3.33","2.56","5.70","30","39","55","0.28","0.63","1.42","0.85","0.57","1.71","1.14","8.54","11.11","15.66","7","6","7","1","1","2","1","79","85","48.17"
"RYAN STROME","C","R","2016","NYI","12","All Situations","160.02","2","2.28","3","1","2","5","3","11.11","8.70","9.91","18","23","32","0.75","0.85","1.12","0.37","0.75","1.87","1.12","6.75","8.62","12.00","9","11","4","8","0","5","5","33","26","55.93"
"SCOTT WILSON","LW","L","2016","PIT","12","All Situations","168.17","2","1.67","2","1","1","4","3","10.53","7.69","6.42","19","26","35","0.71","0.60","0.71","0.36","0.36","1.43","1.07","6.78","9.28","12.49","24","26","1","3","4","2","3","0","0",""
"SHANE HARPER","RW","R","2016","FLA","12","All Situations","123.48","2","1.48","1","1","0","3","3","16.67","12.50","9.26","12","16","21","0.97","0.72","0.49","0.49","0.00","1.46","1.46","5.83","7.77","10.20","17","11","3","2","8","2","0","0","0",""
"STEVEN STAMKOS","C","R","2016","T.B","12","All Situations","225.13","7","4.59","7","6","1","14","13","15.56","12.28","8.06","45","57","76","1.87","1.22","1.87","1.60","0.27","3.73","3.46","11.99","15.19","20.25","15","10","11","2","3","6","2","79","78","50.32"
"SVEN BAERTSCHI","LW","L","2016","VAN","12","All Situations","172.02","0","2.14","2","1","1","2","1","0.00","0.00","9.32","20","23","25","0.00","0.75","0.70","0.35","0.35","0.70","0.35","6.98","8.02","8.72","7","18","1","4","1","0","4","1","0","100.00"
"TOMAS HERTL","C","L","2016","S.J","12","All Situations","204.03","4","4.23","4","0","4","8","4","13.33","9.52","10.08","30","42","52","1.18","1.24","1.18","0.00","1.18","2.35","1.18","8.82","12.35","15.29","23","19","7","5","4","4","3","55","36","60.44"
"TOMAS PLEKANEC","C","L","2016","MTL","12","All Situations","209.08","1","3.44","3","1","2","4","2","3.70","3.12","10.75","27","32","41","0.29","0.99","0.86","0.29","0.57","1.15","0.57","7.75","9.18","11.77","7","10","2","3","4","0","12","107","113","48.64"
"TOMAS TATAR","LW","L","2016","DET","12","All Situations","209.67","1","3.27","4","4","0","5","5","2.86","2.17","7.11","35","46","61","0.29","0.94","1.14","1.14","0.00","1.43","1.43","10.02","13.16","17.46","13","17","4","4","5","4","6","3","0","100.00"
"TORREY MITCHELL","C","R","2016","MTL","12","All Situations","152.20","5","1.84","1","1","0","6","6","62.50","35.71","13.13","8","14","15","1.97","0.72","0.39","0.39","0.00","2.37","2.37","3.15","5.52","5.91","2","3","4","3","5","3","6","73","40","64.60"
"TREVOR LEWIS","C","R","2016","L.A","12","All Situations","153.12","2","1.36","0","0","0","2","2","8.70","6.25","4.26","23","32","37","0.78","0.53","0.00","0.00","0.00","0.78","0.78","9.01","12.54","14.50","23","20","3","1","1","0","4","6","6","50.00"
"TYLER BOZAK","C","R","2016","TOR","12","All Situations","190.13","5","4.36","4","4","0","9","9","20.00","15.62","13.64","25","32","35","1.58","1.38","1.26","1.26","0.00","2.84","2.84","7.89","10.10","11.05","10","9","6","5","1","1","4","117","66","63.93"
"TYLER JOHNSON","C","R","2016","T.B","12","All Situations","217.07","4","2.3","2","0","2","6","4","23.53","16.00","9.20","17","25","42","1.11","0.64","0.55","0.00","0.55","1.66","1.11","4.70","6.91","11.61","15","15","7","1","1","2","7","109","83","56.77"
"TYLER MOTTE","LW","L","2016","CHI","12","All Situations","158.13","3","2.35","3","3","0","6","6","14.29","11.11","8.70","21","27","35","1.14","0.89","1.14","1.14","0.00","2.28","2.28","7.97","10.24","13.28","9","15","8","1","2","4","11","2","2","50.00"
"TYLER PITLICK","C","R","2016","EDM","12","All Situations","105.08","3","0.84","1","1","0","4","4","23.08","20.00","5.57","13","15","16","1.71","0.48","0.57","0.57","0.00","2.28","2.28","7.42","8.56","9.14","27","9","1","3","1","2","4","1","0","100.00"
"TYLER TOFFOLI","C","R","2016","L.A","12","All Situations","223.33","2","3.54","4","1","3","6","3","4.76","3.33","5.89","42","60","75","0.54","0.95","1.07","0.27","0.81","1.61","0.81","11.28","16.12","20.15","16","11","3","7","1","0","1","0","2","0.00"
"VALTTERI FILPPULA","C","L","2016","T.B","12","All Situations","212.08","4","3.34","5","1","4","9","5","26.67","23.53","19.67","15","17","17","1.13","0.95","1.41","0.28","1.13","2.55","1.41","4.24","4.81","4.81","5","10","5","5","1","2","5","95","123","43.58"
"VINCENT TROCHECK","C","R","2016","FLA","12","All Situations","250.93","6","4.67","2","2","0","8","8","17.65","11.11","8.65","34","54","64","1.43","1.12","0.48","0.48","0.00","1.91","1.91","8.13","12.91","15.30","26","12","12","10","5","2","9","119","126","48.57"
"VLADIMIR TARASENKO","RW","L","2016","STL","12","All Situations","228.35","5","5.33","5","3","2","10","8","9.62","7.35","7.85","52","68","90","1.31","1.40","1.31","0.79","0.53","2.63","2.10","13.66","17.87","23.65","3","7","8","3","2","0","6","0","1","0.00"
"VLADISLAV NAMESTNIKOV","C","L","2016","T.B","12","All Situations","174.05","2","3","2","1","1","4","3","10.53","7.69","11.55","19","26","31","0.69","1.04","0.69","0.34","0.34","1.38","1.03","6.55","8.96","10.69","5","18","4","4","1","2","4","16","18","47.06"
"WILLIAM NYLANDER","C","R","2016","TOR","12","All Situations","195.23","4","4.93","8","6","2","12","10","11.76","8.33","10.27","34","48","56","1.23","1.52","2.46","1.84","0.61","3.69","3.07","10.45","14.75","17.21","3","10","11","4","1","3","6","30","28","51.72"
"ZACH HYMAN","C","R","2016","TOR","12","All Situations","200.15","0","3.74","1","1","0","1","1","0.00","0.00","9.12","29","41","46","0.00","1.12","0.30","0.30","0.00","0.30","0.30","8.69","12.29","13.79","19","28","5","1","3","3","7","6","4","60.00"
"ZACK KASSIAN","RW","R","2016","EDM","12","All Situations","147.10","2","1.68","2","1","1","4","3","10.53","8.70","7.31","19","23","25","0.82","0.69","0.82","0.41","0.41","1.63","1.22","7.75","9.38","10.20","30","9","6","5","1","5","2","0","0",""
"ADAM CRACKNELL","RW","R","2016","DAL","11","All Situations","107.13","2","1.29","1","1","0","3","3","14.29","9.09","5.86","14","22","30","1.12","0.72","0.56","0.56","0.00","1.68","1.68","7.84","12.32","16.80","15","6","2","3","2","0","5","20","15","57.14"
"ALEX OVECHKIN","LW","R","2016","WSH","11","All Situations","203.63","7","4.82","4","4","0","11","11","14.29","10.14","6.98","49","69","93","2.06","1.42","1.18","1.18","0.00","3.24","3.24","14.44","20.33","27.40","24","10","9","8","2","6","2","0","1","0.00"
"ALEXANDER BURMISTROV","C","L","2016","WPG","11","All Situations","126.75","0","0.41","1","1","0","1","1","0.00","0.00","4.12","7","10","14","0.00","0.19","0.47","0.47","0.00","0.47","0.47","3.31","4.73","6.63","8","12","1","4","0","0","2","25","40","38.46"
"ANDRE BURAKOVSKY","LW","L","2016","WSH","11","All Situations","172.85","2","2.3","4","2","2","6","4","8.00","6.45","7.43","25","31","46","0.69","0.80","1.39","0.69","0.69","2.08","1.39","8.68","10.76","15.97","4","12","7","6","1","0","2","0","0",""
"ANTHONY DUCLAIR","LW","L","2016","ARI","11","All Situations","149.60","1","2.13","1","1","0","2","2","6.25","5.00","10.67","16","20","31","0.40","0.86","0.40","0.40","0.00","0.80","0.80","6.42","8.02","12.43","1","16","4","5","1","2","1","0","0",""
"ANTOINE ROUSSEL","LW","L","2016","DAL","11","All Situations","155.77","1","1.54","3","2","1","4","3","7.14","4.17","6.43","14","24","31","0.39","0.59","1.16","0.77","0.39","1.54","1.16","5.39","9.24","11.94","13","15","1","9","6","6","6","0","0",""
"ANTON LANDER","C","L","2016","EDM","11","All Situations","116.93","1","0.38","2","0","2","3","1","16.67","12.50","4.79","6","8","8","0.51","0.20","1.03","0.00","1.03","1.54","0.51","3.08","4.11","4.11","13","4","3","1","0","3","3","47","37","55.95"
"BOBBY RYAN","RW","R","2016","OTT","11","All Situations","170.83","3","2.73","3","2","1","6","5","13.64","10.34","9.41","22","29","37","1.05","0.96","1.05","0.70","0.35","2.11","1.76","7.73","10.19","13.00","11","7","2","8","2","1","7","0","0",""
"BRAD MARCHAND","LW","L","2016","BOS","11","All Situations","206.43","4","1.99","9","5","4","13","9","18.18","12.50","6.23","22","32","42","1.16","0.58","2.62","1.45","1.16","3.78","2.62","6.39","9.30","12.21","10","13","11","7","4","9","4","6","4","60.00"
"BRAD RICHARDSON","C","L","2016","ARI","11","All Situations","172.88","4","2.52","4","1","3","8","5","17.39","14.29","9.00","23","28","37","1.39","0.87","1.39","0.35","1.04","2.78","1.74","7.98","9.72","12.84","9","11","10","3","0","3","6","92","66","58.23"
"BRETT RITCHIE","RW","R","2016","DAL","11","All Situations","136.23","3","1.81","1","1","0","4","4","13.04","10.00","6.03","23","30","37","1.32","0.80","0.44","0.44","0.00","1.76","1.76","10.13","13.21","16.30","18","10","1","1","1","2","3","0","0",""
"BRIAN GIONTA","RW","R","2016","BUF","11","All Situations","185.90","3","2.58","3","3","0","6","6","12.00","8.57","7.38","25","35","41","0.97","0.83","0.97","0.97","0.00","1.94","1.94","8.07","11.30","13.23","10","7","2","4","0","3","3","7","5","58.33"
"CALLE JARNKROK","C","R","2016","NSH","11","All Situations","152.65","1","1.48","1","0","1","2","1","7.69","5.56","8.22","13","18","21","0.39","0.58","0.39","0.00","0.39","0.79","0.39","5.11","7.08","8.25","5","10","4","4","1","2","2","38","46","45.24"
"CEDRIC PAQUETTE","C","L","2016","T.B","11","All Situations","99.67","1","0.76","1","1","0","2","2","9.09","7.14","5.44","11","14","23","0.60","0.46","0.60","0.60","0.00","1.20","1.20","6.62","8.43","13.85","21","15","4","0","2","2","4","4","7","36.36"
"CHARLIE COYLE","C","R","2016","MIN","11","All Situations","189.82","3","2.36","4","3","1","7","6","14.29","9.68","7.63","21","31","34","0.95","0.75","1.26","0.95","0.32","2.21","1.90","6.64","9.80","10.75","12","9","6","6","9","2","8","8","7","53.33"
"CHRIS KELLY","C","L","2016","OTT","11","All Situations","150.97","1","1.61","2","2","0","3","3","6.25","4.55","7.30","16","22","25","0.40","0.64","0.79","0.79","0.00","1.19","1.19","6.36","8.74","9.94","8","13","4","3","4","2","5","46","52","46.94"
"CHRIS NEIL","RW","R","2016","OTT","11","All Situations","94.23","1","1.75","0","0","0","1","1","5.56","5.00","8.74","18","20","24","0.64","1.11","0.00","0.00","0.00","0.64","0.64","11.46","12.73","15.28","21","13","2","4","3","5","7","0","0",""
"CHRIS STEWART","RW","R","2016","MIN","11","All Situations","130.95","2","0.93","3","2","1","5","4","50.00","25.00","11.67","4","8","9","0.92","0.43","1.37","0.92","0.46","2.29","1.83","1.83","3.67","4.12","5","11","4","6","0","5","2","0","1","0.00"
"COLIN WILSON","C","L","2016","NSH","11","All Situations","176.18","2","2.34","2","1","1","4","3","11.76","9.52","11.14","17","21","27","0.68","0.80","0.68","0.34","0.34","1.36","1.02","5.79","7.15","9.20","8","12","4","6","3","3","5","0","1","0.00"
"DAVID KREJCI","C","R","2016","BOS","11","All Situations","191.62","0","2.37","4","2","2","4","2","0.00","0.00","9.50","18","25","40","0.00","0.74","1.25","0.63","0.63","1.25","0.63","5.64","7.83","12.52","9","7","9","10","3","3","7","83","72","53.55"
"DEREK GRANT","C","L","2016","BUF","11","All Situations","127.27","0","1.47","0","0","0","0","0","0.00","0.00","12.25","8","12","15","0.00","0.69","0.00","0.00","0.00","0.00","0.00","3.77","5.66","7.07","13","6","2","2","0","0","4","58","41","58.59"
"DERICK BRASSARD","C","L","2016","OTT","11","All Situations","196.97","1","2.56","4","2","2","5","3","3.85","2.78","7.12","26","36","44","0.30","0.78","1.22","0.61","0.61","1.52","0.91","7.92","10.97","13.40","16","8","8","5","0","2","0","90","94","48.91"
"DEVIN SHORE","C","L","2016","DAL","11","All Situations","171.30","1","2.08","5","3","2","6","4","7.14","4.76","9.91","14","21","29","0.35","0.73","1.75","1.05","0.70","2.10","1.40","4.90","7.36","10.16","4","7","8","0","1","1","10","50","61","45.05"
"DOMINIC MOORE","C","L","2016","BOS","11","All Situations","147.33","3","1.51","1","1","0","4","4","21.43","18.75","9.45","14","16","21","1.22","0.62","0.41","0.41","0.00","1.63","1.63","5.70","6.52","8.55","4","11","4","4","3","3","6","36","37","49.32"
"ERIC STAAL","C","L","2016","MIN","11","All Situations","209.55","4","2.96","4","3","1","8","7","14.29","11.43","8.46","28","35","47","1.15","0.85","1.15","0.86","0.29","2.29","2.00","8.02","10.02","13.46","8","7","6","3","5","1","2","102","90","53.12"
"EVGENY KUZNETSOV","C","L","2016","WSH","11","All Situations","189.45","1","1.6","5","3","2","6","4","5.56","3.85","6.14","18","26","38","0.32","0.51","1.58","0.95","0.63","1.90","1.27","5.70","8.23","12.03","5","8","4","8","5","1","2","70","94","42.68"
"FILIP FORSBERG","LW","R","2016","NSH","11","All Situations","211.53","0","2.56","7","2","5","7","2","0.00","0.00","7.77","20","33","49","0.00","0.73","1.99","0.57","1.42","1.99","0.57","5.67","9.36","13.90","17","15","10","5","3","1","4","4","6","40.00"
"JAMES NEAL","LW","L","2016","NSH","11","All Situations","220.77","2","3.91","3","2","1","5","4","4.55","3.92","7.67","44","51","71","0.54","1.06","0.82","0.54","0.27","1.36","1.09","11.96","13.86","19.30","10","10","1","5","4","2","7","1","0","100.00"
"JAMIE BENN","LW","L","2016","DAL","11","All Situations","217.57","2","2.9","6","4","2","8","6","7.41","4.76","6.91","27","42","59","0.55","0.80","1.65","1.10","0.55","2.21","1.65","7.45","11.58","16.27","16","4","9","8","6","6","3","73","41","64.04"
"JARED BOLL","RW","R","2016","ANA","11","All Situations","80.03","0","0.34","1","1","0","1","1","0.00","0.00","8.38","3","4","7","0.00","0.25","0.75","0.75","0.00","0.75","0.75","2.25","3.00","5.25","12","11","1","2","8","1","2","0","1","0.00"
"JASON POMINVILLE","RW","R","2016","MIN","11","All Situations","165.80","2","1.76","3","0","3","5","2","11.76","8.33","7.34","17","24","31","0.72","0.64","1.09","0.00","1.09","1.81","0.72","6.15","8.69","11.22","6","13","5","1","3","0","5","2","4","33.33"
"JASON ZUCKER","LW","L","2016","MIN","11","All Situations","132.30","2","1.46","5","3","2","7","5","14.29","9.52","6.95","14","21","22","0.91","0.66","2.27","1.36","0.91","3.17","2.27","6.35","9.52","9.98","14","14","7","2","4","2","2","1","0","100.00"
"JAY BEAGLE","C","R","2016","WSH","11","All Situations","135.57","1","0.9","3","2","1","4","3","6.25","5.56","5.01","16","18","21","0.44","0.40","1.33","0.89","0.44","1.77","1.33","7.08","7.97","9.29","5","7","1","4","0","1","4","75","41","64.66"
"JEAN-GABRIEL PAGEAU","C","R","2016","OTT","11","All Situations","175.58","1","1.5","1","0","1","2","1","5.00","3.85","5.77","20","26","28","0.34","0.51","0.34","0.00","0.34","0.68","0.34","6.83","8.88","9.57","17","18","4","5","2","1","12","59","42","58.42"
"JOHAN LARSSON","C","L","2016","BUF","11","All Situations","190.13","2","1.81","4","2","2","6","4","15.38","10.53","9.54","13","19","24","0.63","0.57","1.26","0.63","0.63","1.89","1.26","4.10","6.00","7.57","11","15","4","7","3","3","11","75","77","49.34"
"JORDAN MARTINOOK","LW","L","2016","ARI","11","All Situations","161.65","3","1.94","2","2","0","5","5","17.65","12.00","7.76","17","25","27","1.11","0.72","0.74","0.74","0.00","1.86","1.86","6.31","9.28","10.02","10","15","4","2","2","3","6","39","44","46.99"
"JT BROWN","RW","R","2016","T.B","11","All Situations","111.12","1","1.61","1","0","1","2","1","9.09","6.67","10.76","11","15","21","0.54","0.87","0.54","0.00","0.54","1.08","0.54","5.94","8.10","11.34","11","10","2","3","4","3","3","0","1","0.00"
"JUSTIN WILLIAMS","RW","R","2016","WSH","11","All Situations","174.23","1","2.31","1","0","1","2","1","6.25","4.00","9.26","16","25","39","0.34","0.80","0.34","0.00","0.34","0.69","0.34","5.51","8.61","13.43","2","18","5","4","1","3","8","20","6","76.92"
"KYLE BRODZIAK","C","R","2016","STL","11","All Situations","94.70","0","0.66","0","0","0","0","0","0.00","0.00","5.97","9","11","13","0.00","0.42","0.00","0.00","0.00","0.00","0.00","5.70","6.97","8.24","10","3","2","0","2","4","4","20","37","35.09"
"KYLE CLIFFORD","LW","L","2016","L.A","11","All Situations","107.93","1","1.9","1","1","0","2","2","4.55","3.45","6.55","22","29","31","0.56","1.06","0.56","0.56","0.00","1.11","1.11","12.23","16.12","17.23","27","12","3","1","0","6","1","0","1","0.00"
"KYLE CONNOR","LW","L","2016","WPG","11","All Situations","154.45","1","1.58","2","0","2","3","1","5.88","4.35","6.85","17","23","26","0.39","0.61","0.78","0.00","0.78","1.17","0.39","6.60","8.93","10.10","1","8","6","2","0","2","4","1","1","50.00"
"KYLE TURRIS","C","R","2016","OTT","11","All Situations","218.20","5","2.05","2","1","1","7","6","22.73","14.71","6.02","22","34","47","1.37","0.56","0.55","0.27","0.27","1.92","1.65","6.05","9.35","12.92","2","11","3","10","0","0","10","74","89","45.40"
"LARS ELLER","C","L","2016","WSH","11","All Situations","164.55","2","2.35","0","0","0","2","2","9.52","7.41","8.69","21","27","32","0.73","0.86","0.00","0.00","0.00","0.73","0.73","7.66","9.85","11.67","7","16","7","4","0","5","2","64","57","52.89"
"LAURI KORPIKOSKI","LW","L","2016","DAL","11","All Situations","147.65","1","2.86","2","1","1","3","2","4.76","3.85","10.99","21","26","32","0.41","1.16","0.81","0.41","0.41","1.22","0.81","8.53","10.57","13.00","7","7","3","3","0","0","6","0","1","0.00"
"MARCUS FOLIGNO","LW","L","2016","BUF","11","All Situations","179.75","2","2.86","2","0","2","4","2","12.50","8.33","11.91","16","24","35","0.67","0.95","0.67","0.00","0.67","1.34","0.67","5.34","8.01","11.68","32","11","8","7","4","2","9","0","0",""
"MARCUS JOHANSSON","LW","L","2016","WSH","11","All Situations","188.82","6","4.68","5","1","4","11","7","26.09","22.22","17.32","23","27","33","1.91","1.49","1.59","0.32","1.27","3.50","2.22","7.31","8.58","10.49","6","13","6","4","4","1","0","1","1","50.00"
"MARIAN HOSSA","RW","L","2016","CHI","11","All Situations","182.57","5","4.26","4","2","2","9","7","16.67","12.82","10.91","30","39","51","1.64","1.40","1.31","0.66","0.66","2.96","2.30","9.86","12.82","16.76","2","19","8","1","4","1","5","2","0","100.00"
"MATHIEU PERREAULT","C","L","2016","WPG","11","All Situations","177.87","1","2.48","2","1","1","3","2","3.70","3.03","7.50","27","33","34","0.34","0.84","0.67","0.34","0.34","1.01","0.67","9.11","11.13","11.47","16","6","6","4","5","3","3","80","67","54.42"
"MATT MOULSON","LW","L","2016","BUF","11","All Situations","164.98","4","3.78","1","1","0","5","5","12.12","10.53","9.94","33","38","42","1.45","1.37","0.36","0.36","0.00","1.82","1.82","12.00","13.82","15.27","8","8","5","1","1","1","6","0","0",""
"MATTHEW TKACHUK","LW","L","2016","CGY","11","All Situations","139.97","3","2.84","3","1","2","6","4","15.00","9.38","8.86","20","32","35","1.29","1.22","1.29","0.43","0.86","2.57","1.71","8.57","13.72","15.00","12","12","3","4","10","4","3","1","1","50.00"
