"Player","Position","Handedness","Season","Team","GP","Strength","TOI","Goals","xGoals","Assists","A1","A2","P","P1","iSh%","iFSh%","ixFSh%","iSF","iFen","iCorsi","G60","xG60","A60","A160","A260","P60","P160","iSF60","iFen60","iCorsi60","HF","HA","Takeaways","Giveaways","PEND","PENT","Blocks","Faceoff Wins","Faceoff Losses","Faceoff%"
"ALEX CHIASSON","RW","R","2016","CGY","13","All Situations","160.30","1","1.38","2","1","1","3","2","5.88","4.55","6.29","17","22","24","0.37","0.52","0.75","0.37","0.37","1.12","0.75","6.36","8.23","8.98","18","10","4","4","2","5","2","0","5","0.00"
"CHRIS VANDEVELDE","C","L","2016","PHI","13","All Situations","133.77","2","1.66","1","0","1","3","2","15.38","11.76","9.74","13","17","25","0.90","0.74","0.45","0.00","0.45","1.35","0.90","5.83","7.63","11.21","19","9","3","2","4","0","7","2","4","33.33"
"CLAUDE GIROUX","C","R","2016","PHI","13","All Situations","264.98","3","3.13","11","5","6","14","8","9.09","6.52","6.80","33","46","63","0.68","0.71","2.49","1.13","1.36","3.17","1.81","7.47","10.42","14.27","12","12","5","2","4","1","1","147","137","51.76"
"JAKUB VORACEK","RW","L","2016","PHI","13","All Situations","248.63","6","4.07","7","6","1","13","12","11.76","9.84","6.67","51","61","86","1.45","0.98","1.69","1.45","0.24","3.14","2.90","12.31","14.72","20.75","3","14","4","5","2","4","2","0","4","0.00"
"JOHNNY GAUDREAU","LW","L","2016","CGY","13","All Situations","250.97","2","3.31","5","4","1","7","6","6.45","4.55","7.53","31","44","53","0.48","0.79","1.20","0.96","0.24","1.67","1.43","7.41","10.52","12.67","3","11","2","16","7","0","4","0","0",""
"LANCE BOUMA","LW","L","2016","CGY","13","All Situations","150.78","0","0.88","1","0","1","1","0","0.00","0.00","8.03","8","11","16","0.00","0.35","0.40","0.00","0.40","0.40","0.00","3.18","4.38","6.37","33","14","3","2","4","1","9","0","1","0.00"
"MATT READ","RW","R","2016","PHI","13","All Situations","192.93","6","2.8","1","0","1","7","6","23.08","19.35","9.04","26","31","37","1.87","0.87","0.31","0.00","0.31","2.18","1.87","8.09","9.64","11.51","24","21","4","5","2","0","8","0","4","0.00"
"MATT STAJAN","C","L","2016","CGY","13","All Situations","166.27","0","0.97","4","4","0","4","4","0.00","0.00","5.13","14","19","25","0.00","0.35","1.44","1.44","0.00","1.44","1.44","5.05","6.86","9.02","9","11","2","4","2","2","12","74","52","58.73"
"MICHAEL FROLIK","RW","L","2016","CGY","13","All Situations","199.97","5","2.23","4","2","2","9","7","16.13","12.82","5.73","31","39","51","1.50","0.67","1.20","0.60","0.60","2.70","2.10","9.30","11.70","15.30","9","7","8","4","1","2","9","5","3","62.50"
"MICHEAL FERLAND","LW","L","2016","CGY","13","All Situations","145.42","2","1.65","4","2","2","6","4","11.11","8.33","6.88","18","24","32","0.83","0.68","1.65","0.83","0.83","2.48","1.65","7.43","9.90","13.20","27","12","5","8","1","1","2","0","0",""
"MIKAEL BACKLUND","C","L","2016","CGY","13","All Situations","219.67","1","2.39","6","5","1","7","6","3.70","3.03","7.25","27","33","37","0.27","0.65","1.64","1.37","0.27","1.91","1.64","7.37","9.01","10.11","6","6","4","9","2","0","14","110","101","52.13"
"PIERRE-EDOUARD BELLEMARE","LW","L","2016","PHI","13","All Situations","175.97","0","0.78","2","2","0","2","2","0.00","0.00","3.74","14","21","26","0.00","0.27","0.68","0.68","0.00","0.68","0.68","4.77","7.16","8.87","10","13","2","2","2","0","11","75","70","51.72"
"SAM BENNETT","C","L","2016","CGY","13","All Situations","189.63","3","2.24","4","0","4","7","3","17.65","11.54","8.60","17","26","33","0.95","0.71","1.27","0.00","1.27","2.21","0.95","5.38","8.23","10.44","28","6","6","5","6","10","1","62","71","46.62"
"SEAN COUTURIER","C","L","2016","PHI","13","All Situations","240.45","3","2.64","2","0","2","5","3","13.64","8.57","7.53","22","35","44","0.75","0.66","0.50","0.00","0.50","1.25","0.75","5.49","8.73","10.98","11","28","7","6","0","5","8","110","109","50.23"
"SEAN MONAHAN","C","L","2016","CGY","13","All Situations","247.03","4","3.43","0","0","0","4","4","17.39","11.11","9.54","23","36","47","0.97","0.83","0.00","0.00","0.00","0.97","0.97","5.59","8.74","11.42","6","4","6","10","0","3","5","131","116","53.04"
"TRAVIS KONECNY","C","R","2016","PHI","13","All Situations","201.83","3","2.69","6","3","3","9","6","9.68","6.00","5.38","31","50","59","0.89","0.80","1.78","0.89","0.89","2.68","1.78","9.22","14.86","17.54","17","27","6","4","6","3","5","0","0",""
"TROY BROUWER","RW","R","2016","CGY","13","All Situations","223.40","4","1.96","3","3","0","7","7","18.18","14.29","6.99","22","28","35","1.07","0.53","0.81","0.81","0.00","1.88","1.88","5.91","7.52","9.40","37","9","5","2","3","3","6","6","12","33.33"
"WAYNE SIMMONDS","RW","R","2016","PHI","13","All Situations","266.22","6","6.98","6","3","3","12","9","15.38","9.68","11.26","39","62","73","1.35","1.57","1.35","0.68","0.68","2.70","2.03","8.79","13.97","16.45","32","18","2","4","1","7","10","0","1","0.00"
"ADAM LOWRY","C","L","2016","WPG","12","All Situations","188.37","2","3.34","1","1","0","3","3","10.53","9.09","15.19","19","22","25","0.64","1.06","0.32","0.32","0.00","0.96","0.96","6.05","7.01","7.96","23","20","5","3","0","4","9","88","97","47.57"
"ALEKSANDER BARKOV","C","L","2016","FLA","12","All Situations","232.30","2","2.46","3","2","1","5","4","8.70","6.25","7.69","23","32","38","0.52","0.64","0.77","0.52","0.26","1.29","1.03","5.94","8.27","9.81","4","12","9","2","2","0","6","84","82","50.60"
"ALEX GALCHENYUK","C","L","2016","MTL","12","All Situations","188.17","4","2.21","7","3","4","11","7","19.05","13.33","7.37","21","30","39","1.28","0.70","2.23","0.96","1.28","3.51","2.23","6.70","9.57","12.44","5","21","3","8","1","4","7","54","71","43.20"
"ALEX KILLORN","LW","L","2016","T.B","12","All Situations","209.55","6","3.12","2","1","1","8","7","22.22","18.75","9.75","27","32","39","1.72","0.89","0.57","0.29","0.29","2.29","2.00","7.73","9.16","11.17","22","14","2","11","1","5","4","0","1","0.00"
"ALEXANDER RADULOV","RW","L","2016","MTL","12","All Situations","190.78","3","3.46","6","6","0","9","9","15.00","11.11","12.83","20","27","35","0.94","1.09","1.89","1.89","0.00","2.83","2.83","6.29","8.49","11.01","18","29","8","9","3","8","6","0","0",""
"ALEXANDER STEEN","LW","L","2016","STL","12","All Situations","249.32","2","3.55","7","3","4","9","5","9.09","6.25","11.10","22","32","41","0.48","0.85","1.68","0.72","0.96","2.17","1.20","5.29","7.70","9.87","6","15","7","3","4","4","6","17","34","33.33"
"ANDERS LEE","LW","L","2016","NYI","12","All Situations","148.45","1","1.65","0","0","0","1","1","6.67","4.17","6.90","15","24","31","0.40","0.67","0.00","0.00","0.00","0.40","0.40","6.06","9.70","12.53","37","10","6","1","3","2","4","1","1","50.00"
"ANDREW COGLIANO","LW","L","2016","ANA","12","All Situations","180.83","4","2.94","1","0","1","5","4","16.67","15.38","11.33","24","26","31","1.33","0.98","0.33","0.00","0.33","1.66","1.33","7.96","8.63","10.29","14","6","4","3","5","1","6","1","4","20.00"
"ANDREW LADD","LW","L","2016","NYI","12","All Situations","214.52","0","3.63","1","1","0","1","1","0.00","0.00","10.37","25","35","45","0.00","1.01","0.28","0.28","0.00","0.28","0.28","6.99","9.79","12.59","10","12","8","7","3","4","3","0","0",""
"ANDREW SHAW","C","R","2016","MTL","12","All Situations","170.43","1","1.92","2","0","2","3","1","5.56","3.85","7.39","18","26","31","0.35","0.68","0.70","0.00","0.70","1.06","0.35","6.34","9.15","10.91","25","18","3","5","6","4","4","49","30","62.03"
"ANTOINE VERMETTE","C","L","2016","ANA","12","All Situations","189.20","2","1.67","5","1","4","7","3","13.33","8.00","6.70","15","25","34","0.63","0.53","1.59","0.32","1.27","2.22","0.95","4.76","7.93","10.78","15","7","4","4","0","3","12","120","60","66.67"
"ANZE KOPITAR","C","L","2016","L.A","12","All Situations","261.00","2","3.65","4","4","0","6","6","6.90","4.17","7.60","29","48","59","0.46","0.84","0.92","0.92","0.00","1.38","1.38","6.67","11.03","13.56","15","12","5","7","6","1","9","151","145","51.01"
"ARTEM ANISIMOV","C","L","2016","CHI","12","All Situations","220.68","7","4.72","8","4","4","15","11","33.33","23.33","15.74","21","30","42","1.90","1.28","2.18","1.09","1.09","4.08","2.99","5.71","8.16","11.42","8","12","6","0","4","5","1","69","94","42.33"
"ARTEMI PANARIN","C","R","2016","CHI","12","All Situations","238.57","5","3.74","8","4","4","13","9","16.67","11.63","8.70","30","43","59","1.26","0.94","2.01","1.01","1.01","3.27","2.26","7.54","10.81","14.84","4","15","8","7","5","4","0","1","0","100.00"
"ARTTURI LEHKONEN","LW","L","2016","MTL","12","All Situations","163.08","2","3.13","1","0","1","3","2","7.41","6.25","9.80","27","32","47","0.74","1.15","0.37","0.00","0.37","1.10","0.74","9.93","11.77","17.29","12","23","5","4","1","3","4","0","0",""
"AUSTON MATTHEWS","C","L","2016","TOR","12","All Situations","208.27","6","5.61","5","4","1","11","10","11.76","8.96","8.37","51","67","74","1.73","1.62","1.44","1.15","0.29","3.17","2.88","14.69","19.30","21.32","2","19","8","7","4","0","7","54","56","49.09"
"BENOIT POULIOT","LW","L","2016","EDM","12","All Situations","182.00","3","2.56","1","1","0","4","4","21.43","11.54","9.85","14","26","31","0.99","0.84","0.33","0.33","0.00","1.32","1.32","4.62","8.57","10.22","7","11","3","5","4","9","12","1","4","20.00"
"BLAKE WHEELER","RW","R","2016","WPG","12","All Situations","255.17","3","3.42","6","6","0","9","9","7.50","5.77","6.57","40","52","63","0.71","0.80","1.41","1.41","0.00","2.12","2.12","9.41","12.23","14.81","20","17","9","9","8","5","4","7","5","58.33"
"BO HORVAT","C","L","2016","VAN","12","All Situations","200.03","4","2.95","0","0","0","4","4","28.57","13.79","10.18","14","29","32","1.20","0.89","0.00","0.00","0.00","1.20","1.20","4.20","8.70","9.60","16","10","5","1","2","5","3","96","103","48.24"
"BRANDON PIRRI","RW","L","2016","NYR","12","All Situations","144.23","4","2.91","3","2","1","7","6","23.53","14.29","10.38","17","28","36","1.66","1.21","1.25","0.83","0.42","2.91","2.50","7.07","11.65","14.98","6","10","4","6","2","1","3","22","17","56.41"
"BRANDON SUTTER","C","R","2016","VAN","12","All Situations","230.13","1","2.6","5","1","4","6","2","3.57","2.56","6.67","28","39","49","0.26","0.68","1.30","0.26","1.04","1.56","0.52","7.30","10.17","12.78","9","8","4","6","3","0","7","112","110","50.45"
"BRANDON TANEV","LW","L","2016","WPG","12","All Situations","124.73","2","2.23","1","0","1","3","2","10.00","8.00","8.91","20","25","27","0.96","1.07","0.48","0.00","0.48","1.44","0.96","9.62","12.03","12.99","18","15","5","1","3","1","7","0","0",""
"BRAYDEN POINT","C","R","2016","T.B","12","All Situations","192.17","1","3.52","4","2","2","5","3","3.45","2.56","9.04","29","39","42","0.31","1.10","1.25","0.62","0.62","1.56","0.94","9.05","12.18","13.11","6","15","4","4","2","0","5","3","0","100.00"
"BRENDAN GALLAGHER","RW","R","2016","MTL","12","All Situations","180.95","4","4.79","5","3","2","9","7","11.11","8.89","10.65","36","45","54","1.33","1.59","1.66","0.99","0.66","2.98","2.32","11.94","14.92","17.91","13","15","5","3","5","6","1","18","21","46.15"
"BRENDAN GAUNCE","C","L","2016","VAN","12","All Situations","112.15","0","0.8","1","0","1","1","0","0.00","0.00","7.26","9","11","15","0.00","0.43","0.53","0.00","0.53","0.53","0.00","4.81","5.88","8.02","11","7","2","1","2","2","3","37","42","46.84"
"BRIAN BOYLE","C","L","2016","T.B","12","All Situations","132.22","3","0.72","0","0","0","3","3","16.67","15.00","3.59","18","20","22","1.36","0.33","0.00","0.00","0.00","1.36","1.36","8.17","9.08","9.98","18","12","5","3","2","4","5","52","38","57.78"
"BROCK NELSON","C","L","2016","NYI","12","All Situations","187.00","3","2.23","6","3","3","9","6","13.64","10.34","7.67","22","29","41","0.96","0.71","1.93","0.96","0.96","2.89","1.93","7.06","9.30","13.16","8","12","5","4","4","1","14","63","91","40.91"
"CAL CLUTTERBUCK","RW","R","2016","NYI","12","All Situations","190.35","1","1.73","5","3","2","6","4","4.55","3.45","5.98","22","29","35","0.32","0.55","1.58","0.95","0.63","1.89","1.26","6.93","9.14","11.03","42","23","5","7","2","6","5","1","2","33.33"
"CARL HAGELIN","LW","L","2016","PIT","12","All Situations","197.43","1","0.99","4","2","2","5","3","5.26","3.70","3.67","19","27","36","0.30","0.30","1.22","0.61","0.61","1.52","0.91","5.77","8.21","10.94","10","17","3","10","3","0","4","0","1","0.00"
"CASEY CIZIKAS","C","L","2016","NYI","12","All Situations","179.83","2","2.94","4","3","1","6","5","12.50","10.53","15.47","16","19","25","0.67","0.98","1.33","1.00","0.33","2.00","1.67","5.34","6.34","8.34","26","17","6","3","3","5","11","92","93","49.73"
"CHRIS KUNITZ","LW","L","2016","PIT","12","All Situations","197.12","1","2.18","5","2","3","6","3","5.00","3.85","8.39","20","26","34","0.30","0.66","1.52","0.61","0.91","1.83","0.91","6.09","7.91","10.35","39","14","5","9","4","6","4","2","3","40.00"
"CHRIS TIERNEY","C","L","2016","S.J","12","All Situations","153.40","0","1.21","2","0","2","2","0","0.00","0.00","7.09","12","17","22","0.00","0.47","0.78","0.00","0.78","0.78","0.00","4.69","6.65","8.60","8","8","5","9","1","0","8","40","46","46.51"
"CHRIS WAGNER","C","R","2016","ANA","12","All Situations","136.63","2","2.39","0","0","0","2","2","14.29","10.53","12.56","14","19","20","0.88","1.05","0.00","0.00","0.00","0.88","0.88","6.15","8.34","8.78","31","21","2","3","1","2","5","25","31","44.64"
"COLTON SCEVIOUR","C","R","2016","FLA","12","All Situations","184.63","5","2.81","3","1","2","8","6","20.00","15.62","8.79","25","32","36","1.62","0.91","0.97","0.32","0.65","2.60","1.95","8.12","10.40","11.70","12","16","5","3","0","3","11","3","4","42.86"
"CONNOR BROWN","RW","R","2016","TOR","12","All Situations","159.92","1","1.41","1","1","0","2","2","6.67","5.00","7.04","15","20","25","0.38","0.53","0.38","0.38","0.00","0.75","0.75","5.63","7.50","9.38","15","17","2","1","1","2","6","0","0",""
"CONNOR MCDAVID","C","L","2016","EDM","12","All Situations","257.88","5","4.79","8","3","5","13","8","14.71","10.64","10.19","34","47","65","1.16","1.11","1.86","0.70","1.16","3.02","1.86","7.91","10.94","15.12","2","26","8","8","10","3","4","74","83","47.13"
"COREY PERRY","RW","R","2016","ANA","12","All Situations","225.27","4","5.72","6","3","3","10","7","10.81","8.33","11.92","37","48","53","1.07","1.52","1.60","0.80","0.80","2.66","1.86","9.85","12.78","14.12","11","13","5","2","7","5","3","0","2","0.00"
"DANIEL SEDIN","LW","L","2016","VAN","12","All Situations","222.50","3","4.06","2","1","1","5","4","8.57","6.67","9.03","35","45","51","0.81","1.10","0.54","0.27","0.27","1.35","1.08","9.44","12.13","13.75","5","13","3","2","7","1","5","0","0",""
"DARREN HELM","C","L","2016","DET","12","All Situations","183.95","4","2.5","3","1","2","7","5","21.05","17.39","10.86","19","23","32","1.30","0.81","0.98","0.33","0.65","2.28","1.63","6.20","7.50","10.44","9","14","6","5","8","3","4","76","58","56.72"
"DAVID DESHARNAIS","C","L","2016","MTL","12","All Situations","156.62","2","1.88","2","0","2","4","2","16.67","16.67","15.64","12","12","15","0.77","0.72","0.77","0.00","0.77","1.53","0.77","4.60","4.60","5.75","0","9","3","3","1","1","2","34","35","49.28"
"DAVID PERRON","LW","R","2016","STL","12","All Situations","219.95","3","3.03","1","1","0","4","4","11.11","7.69","7.77","27","39","45","0.82","0.83","0.27","0.27","0.00","1.09","1.09","7.37","10.64","12.28","12","20","3","2","2","1","6","11","16","40.74"
"DENIS MALGIN","C","R","2016","FLA","12","All Situations","130.55","2","1.49","3","1","2","5","3","13.33","10.00","7.47","15","20","27","0.92","0.69","1.38","0.46","0.92","2.30","1.38","6.89","9.19","12.41","9","7","6","3","5","2","4","23","40","36.51"
"DEREK MACKENZIE","C","L","2016","FLA","12","All Situations","153.62","0","0.61","2","1","1","2","1","0.00","0.00","3.61","12","17","22","0.00","0.24","0.78","0.39","0.39","0.78","0.39","4.69","6.64","8.59","25","13","4","2","5","2","4","61","67","47.66"
"DEREK STEPAN","C","R","2016","NYR","12","All Situations","209.75","1","1.84","9","5","4","10","6","4.17","3.33","6.15","24","30","40","0.29","0.53","2.57","1.43","1.14","2.86","1.72","6.87","8.58","11.44","3","16","10","7","2","1","9","97","117","45.33"
"DEVIN SETOGUCHI","RW","R","2016","L.A","12","All Situations","154.48","2","2.06","2","1","1","4","3","12.50","8.33","8.57","16","24","34","0.78","0.80","0.78","0.39","0.39","1.55","1.17","6.21","9.32","13.21","14","10","4","7","3","1","1","1","0","100.00"
"DREW MILLER","LW","L","2016","DET","12","All Situations","134.97","2","1.14","0","0","0","2","2","20.00","18.18","10.35","10","11","14","0.89","0.51","0.00","0.00","0.00","0.89","0.89","4.45","4.89","6.22","16","11","3","0","0","0","7","1","0","100.00"
"DUSTIN BROWN","RW","R","2016","L.A","12","All Situations","198.25","1","1.68","6","3","3","7","4","4.76","3.23","5.42","21","31","41","0.30","0.51","1.82","0.91","0.91","2.12","1.21","6.36","9.38","12.41","27","28","5","4","2","4","3","0","1","0.00"
"DWIGHT KING","LW","L","2016","L.A","12","All Situations","189.32","0","1.44","2","1","1","2","1","0.00","0.00","5.54","16","26","29","0.00","0.46","0.63","0.32","0.32","0.63","0.32","5.07","8.24","9.19","21","11","2","3","1","2","2","2","2","50.00"
"DYLAN LARKIN","C","L","2016","DET","12","All Situations","196.82","4","1.9","1","0","1","5","4","11.11","8.89","4.23","36","45","61","1.22","0.58","0.30","0.00","0.30","1.52","1.22","10.97","13.72","18.60","7","13","14","12","4","4","5","32","37","46.38"
"ERIC FEHR","C","R","2016","PIT","12","All Situations","137.35","2","0.93","1","0","1","3","2","18.18","14.29","6.62","11","14","19","0.87","0.40","0.44","0.00","0.44","1.31","0.87","4.81","6.12","8.30","12","9","7","1","1","1","8","22","17","56.41"
"EVGENI MALKIN","C","L","2016","PIT","12","All Situations","223.25","6","2.5","6","3","3","12","9","23.08","17.65","7.35","26","34","45","1.61","0.67","1.61","0.81","0.81","3.23","2.42","6.99","9.14","12.09","8","12","7","13","3","8","6","84","119","41.38"
"FRANS NIELSEN","C","L","2016","DET","12","All Situations","205.60","2","1.64","4","2","2","6","4","10.00","8.33","6.85","20","24","34","0.58","0.48","1.17","0.58","0.58","1.75","1.17","5.84","7.00","9.92","8","11","2","5","2","0","4","78","91","46.15"
"GREG MCKEGG","C","L","2016","FLA","12","All Situations","126.70","0","0.9","2","2","0","2","2","0.00","0.00","8.20","7","11","14","0.00","0.43","0.95","0.95","0.00","0.95","0.95","3.31","5.21","6.63","12","13","2","3","1","3","2","6","8","42.86"
"GUSTAV NYQUIST","RW","L","2016","DET","12","All Situations","194.23","3","1.5","6","4","2","9","7","13.64","11.54","5.78","22","26","38","0.93","0.46","1.85","1.24","0.62","2.78","2.16","6.80","8.03","11.74","6","14","7","3","2","2","1","1","0","100.00"
"HENRIK SEDIN","C","L","2016","VAN","12","All Situations","228.62","4","2.37","2","0","2","6","4","23.53","16.67","9.86","17","24","35","1.05","0.62","0.52","0.00","0.52","1.57","1.05","4.46","6.30","9.19","3","7","2","11","0","1","2","104","96","52.00"
"HENRIK ZETTERBERG","LW","L","2016","DET","12","All Situations","230.88","2","1.71","5","3","2","7","5","7.69","7.14","6.09","26","28","36","0.52","0.44","1.30","0.78","0.52","1.82","1.30","6.76","7.28","9.36","8","6","9","8","4","0","3","82","65","55.78"
"JAKOB SILFVERBERG","RW","R","2016","ANA","12","All Situations","225.43","3","2.43","1","0","1","4","3","9.38","7.32","5.93","32","41","51","0.80","0.65","0.27","0.00","0.27","1.06","0.80","8.52","10.91","13.57","4","21","7","7","4","1","8","1","2","33.33"
"JAMES VAN RIEMSDYK","LW","L","2016","TOR","12","All Situations","184.25","4","5.15","6","2","4","10","6","11.11","9.09","11.69","36","44","56","1.30","1.68","1.95","0.65","1.30","3.26","1.95","11.72","14.33","18.24","13","8","4","3","4","2","7","1","2","33.33"
"JANNIK HANSEN","RW","R","2016","VAN","12","All Situations","199.47","2","3.42","4","4","0","6","6","9.52","6.90","11.79","21","29","40","0.60","1.03","1.20","1.20","0.00","1.80","1.80","6.32","8.72","12.03","13","9","6","4","5","2","2","0","0",""
"JARED MCCANN","C","L","2016","FLA","12","All Situations","120.30","1","0.92","0","0","0","1","1","6.25","5.00","4.62","16","20","25","0.50","0.46","0.00","0.00","0.00","0.50","0.50","7.98","9.98","12.47","8","5","5","4","2","1","2","17","19","47.22"
"JAROMIR JAGR","RW","L","2016","FLA","12","All Situations","197.28","1","2.66","4","3","1","5","4","4.00","2.78","7.39","25","36","46","0.30","0.81","1.22","0.91","0.30","1.52","1.22","7.60","10.95","13.99","3","10","9","9","3","3","2","0","0",""
"JASON CHIMERA","LW","L","2016","NYI","12","All Situations","166.55","0","1.24","3","2","1","3","2","0.00","0.00","6.50","16","19","21","0.00","0.45","1.08","0.72","0.36","1.08","0.72","5.76","6.84","7.57","22","9","2","5","1","6","3","1","2","33.33"
"JEFF CARTER","C","R","2016","L.A","12","All Situations","215.47","3","2.57","4","3","1","7","6","8.57","6.12","5.24","35","49","70","0.84","0.71","1.11","0.84","0.28","1.95","1.67","9.75","13.64","19.49","10","8","3","8","1","2","5","102","89","53.40"
"JESPER FAST","RW","R","2016","NYR","12","All Situations","157.02","1","1.59","4","2","2","5","3","12.50","6.67","10.57","8","15","18","0.38","0.61","1.53","0.76","0.76","1.91","1.15","3.06","5.73","6.88","23","14","6","2","0","4","3","5","2","71.43"
"JIMMY VESEY","LW","L","2016","NYR","12","All Situations","178.00","6","3.66","4","2","2","10","8","30.00","21.43","13.08","20","28","40","2.02","1.23","1.35","0.67","0.67","3.37","2.70","6.74","9.44","13.48","8","11","7","4","2","1","6","0","0",""
"JOE PAVELSKI","C","R","2016","S.J","12","All Situations","231.32","4","5.73","8","8","0","12","12","12.12","7.02","10.05","33","57","71","1.04","1.49","2.08","2.08","0.00","3.11","3.11","8.56","14.78","18.42","26","13","5","14","3","7","16","68","54","55.74"
"JOE THORNTON","C","L","2016","S.J","12","All Situations","224.00","1","1.16","8","3","5","9","4","10.00","10.00","11.63","10","10","14","0.27","0.31","2.14","0.80","1.34","2.41","1.07","2.68","2.68","3.75","10","7","9","13","1","2","4","79","42","65.29"
"JOEL WARD","RW","R","2016","S.J","12","All Situations","183.93","1","2.49","0","0","0","1","1","5.88","3.85","9.60","17","26","34","0.33","0.81","0.00","0.00","0.00","0.33","0.33","5.55","8.48","11.09","9","17","5","14","2","1","8","34","36","48.57"
"JOHN TAVARES","C","L","2016","NYI","12","All Situations","246.42","5","7.5","5","1","4","10","6","10.87","8.33","12.50","46","60","75","1.22","1.83","1.22","0.24","0.97","2.43","1.46","11.20","14.61","18.26","8","12","12","5","3","6","5","129","111","53.75"
"JONATHAN MARCHESSAULT","C","R","2016","FLA","12","All Situations","216.95","6","4.14","6","2","4","12","8","16.22","12.50","8.63","37","48","56","1.66","1.15","1.66","0.55","1.11","3.32","2.21","10.23","13.27","15.49","15","6","9","7","1","1","2","34","22","60.71"
"JONATHAN TOEWS","C","L","2016","CHI","12","All Situations","251.62","3","4.51","4","3","1","7","6","10.34","8.11","12.19","29","37","46","0.72","1.08","0.95","0.72","0.24","1.67","1.43","6.92","8.82","10.97","6","27","4","7","2","4","1","176","107","62.19"
"JOONAS DONSKOI","RW","R","2016","S.J","12","All Situations","177.63","2","2.87","3","2","1","5","4","10.00","6.06","8.69","20","33","40","0.68","0.97","1.01","0.68","0.34","1.69","1.35","6.76","11.15","13.51","5","25","8","6","4","2","4","0","0",""
"JORDAN EBERLE","C","R","2016","EDM","12","All Situations","222.18","3","4.33","5","2","3","8","5","8.33","6.67","9.62","36","45","58","0.81","1.17","1.35","0.54","0.81","2.16","1.35","9.72","12.15","15.66","2","12","6","3","3","1","4","0","1","0.00"
"JORDIN TOOTOO","RW","R","2016","CHI","12","All Situations","83.75","0","1.15","0","0","0","0","0","0.00","0.00","5.49","17","21","26","0.00","0.83","0.00","0.00","0.00","0.00","0.00","12.18","15.04","18.63","12","8","2","2","0","3","1","0","0",""
"JOSH BAILEY","RW","L","2016","NYI","12","All Situations","231.03","2","2.26","5","4","1","7","6","9.52","7.14","8.06","21","28","36","0.52","0.59","1.30","1.04","0.26","1.82","1.56","5.45","7.27","9.35","2","15","7","4","0","0","13","0","2","0.00"
"JT MILLER","LW","L","2016","NYR","12","All Situations","186.05","4","5.29","8","5","3","12","9","14.29","10.00","13.21","28","40","47","1.29","1.70","2.58","1.61","0.97","3.87","2.90","9.03","12.90","15.16","20","21","7","7","2","3","11","19","21","47.50"
"KEVIN HAYES","C","L","2016","NYR","12","All Situations","194.48","5","1.49","6","3","3","11","8","27.78","20.83","6.20","18","24","30","1.54","0.46","1.85","0.93","0.93","3.39","2.47","5.55","7.40","9.26","10","10","11","14","1","1","6","70","70","50.00"
"KRIS VERSTEEG","RW","R","2016","CGY","12","All Situations","146.38","2","0.88","2","2","0","4","4","14.29","11.11","4.88","14","18","24","0.82","0.36","0.82","0.82","0.00","1.64","1.64","5.74","7.38","9.84","1","3","5","5","1","0","5","9","4","69.23"
"LEO KOMAROV","C","L","2016","TOR","12","All Situations","206.55","0","1.85","3","0","3","3","0","0.00","0.00","8.39","15","22","25","0.00","0.54","0.87","0.00","0.87","0.87","0.00","4.36","6.39","7.26","41","8","4","1","2","5","9","14","8","63.64"
"LEON DRAISAITL","C","L","2016","EDM","12","All Situations","198.25","3","3.92","4","4","0","7","7","13.64","10.00","13.06","22","30","40","0.91","1.19","1.21","1.21","0.00","2.12","2.12","6.66","9.08","12.11","6","16","9","10","3","1","4","81","74","52.26"
"LOGAN COUTURE","C","L","2016","S.J","12","All Situations","220.50","2","4.35","4","3","1","6","5","5.26","4.35","9.45","38","46","67","0.54","1.18","1.09","0.82","0.27","1.63","1.36","10.34","12.52","18.23","2","14","4","13","0","1","9","49","88","35.77"
"LOUI ERIKSSON","LW","L","2016","VAN","12","All Situations","228.85","0","1.86","4","4","0","4","4","0.00","0.00","6.64","19","28","38","0.00","0.49","1.05","1.05","0.00","1.05","1.05","4.98","7.34","9.96","1","14","4","2","2","0","6","0","0",""
"LUKE GLENDENING","C","R","2016","DET","12","All Situations","155.62","1","1.46","4","4","0","5","5","6.25","4.35","6.36","16","23","24","0.39","0.56","1.54","1.54","0.00","1.93","1.93","6.17","8.87","9.25","30","21","4","0","2","2","13","62","51","54.87"
"MARCUS KRUGER","C","L","2016","CHI","12","All Situations","156.53","1","1.72","2","0","2","3","1","10.00","6.67","11.46","10","15","16","0.38","0.66","0.77","0.00","0.77","1.15","0.38","3.83","5.75","6.13","6","14","4","2","2","7","4","70","64","52.24"
"MARK LETESTU","C","R","2016","EDM","12","All Situations","158.25","2","1.16","4","1","3","6","3","22.22","14.29","8.28","9","14","22","0.76","0.44","1.52","0.38","1.14","2.27","1.14","3.41","5.31","8.34","9","6","3","0","0","0","7","73","70","51.05"
"MARK SCHEIFELE","C","R","2016","WPG","12","All Situations","255.65","6","4.12","6","1","5","12","7","17.65","13.95","9.59","34","43","55","1.41","0.97","1.41","0.23","1.17","2.82","1.64","7.98","10.09","12.91","13","27","10","4","10","2","7","112","140","44.44"
"MARKUS GRANLUND","C","L","2016","VAN","12","All Situations","194.02","2","2.75","1","1","0","3","3","10.53","7.41","10.19","19","27","34","0.62","0.85","0.31","0.31","0.00","0.93","0.93","5.88","8.35","10.51","8","9","9","2","2","2","2","11","17","39.29"
